loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Charged Off,5000.0,24.08,144.08,F,90000.0,12.87
Charged Off,32000.0,14.33,1098.83,C,81970.0,31.88
Charged Off,25000.0,16.29,611.82,C,76500.0,21.88
Charged Off,10000.0,13.66,230.93,C,41000.0,28.25
Charged Off,10000.0,8.9,317.54,A,29567.0,14.89
Charged Off,28000.0,17.14,697.99,D,120000.0,26.39
Charged Off,35000.0,21.0,946.87,E,80500.0,11.76
Charged Off,25000.0,19.99,662.21,E,50000.0,22.9
Charged Off,27325.0,19.52,716.67,E,100000.0,18.23
Charged Off,12000.0,14.09,410.66,B,71000.0,25.17
Charged Off,10200.0,23.7,291.66,F,30000.0,28.04
Charged Off,20000.0,21.99,552.27,E,80000.0,8.12
Charged Off,28000.0,13.33,947.89,C,78000.0,26.58
Charged Off,21000.0,12.99,707.48,C,60000.0,25.98
Charged Off,11250.0,19.24,413.75,E,60000.0,10.58
Charged Off,35000.0,11.99,1162.34,C,200000.0,12.17
Charged Off,7725.0,14.99,267.76,C,36000.0,30.13
Charged Off,16800.0,15.61,405.08,D,75000.0,20.99
Charged Off,12000.0,10.99,392.81,B,57644.0,16.03
Charged Off,34975.0,21.67,1329.75,E,220000.0,34.34
Charged Off,15000.0,14.99,519.91,C,64000.0,13.8
Charged Off,14000.0,10.64,455.96,B,237000.0,9.41
Charged Off,19425.0,19.52,509.47,D,45000.0,30.37
Charged Off,10500.0,12.99,353.74,C,60000.0,27.66
Charged Off,9600.0,18.85,351.18,D,42000.0,29.86
Charged Off,12550.0,16.59,444.89,D,30000.0,10.68
Charged Off,7925.0,13.11,267.45,B,24000.0,26.1
Charged Off,23050.0,19.99,610.56,E,55000.0,13.88
Charged Off,18450.0,22.15,511.15,E,77000.0,24.92
Charged Off,10000.0,12.12,332.72,B,65000.0,16.93
Charged Off,10000.0,24.11,392.91,F,43000.0,48.56
Charged Off,15000.0,15.61,361.67,C,42000.0,18.17
Charged Off,30000.0,11.67,991.71,B,70000.0,22.05
Charged Off,19750.0,24.89,578.42,G,66000.0,24.39
Charged Off,17000.0,12.35,567.49,B,125000.0,14.8
Charged Off,19150.0,17.86,690.98,D,60000.0,14.04
Charged Off,10800.0,14.99,374.34,C,56000.0,33.11
Charged Off,10000.0,9.99,322.63,B,75000.0,12.9
Charged Off,12000.0,17.57,301.93,D,52000.0,30.88
Charged Off,12800.0,10.16,413.99,B,51200.0,20.2
Charged Off,6000.0,8.18,188.52,B,25000.0,27.99
Charged Off,12000.0,13.99,410.08,C,60000.0,22.88
Charged Off,4150.0,7.26,128.64,A,48000.0,8.0
Charged Off,25000.0,18.84,646.32,E,75000.0,12.91
Charged Off,18225.0,21.98,503.15,E,47000.0,17.69
Charged Off,35000.0,19.99,927.1,E,156000.0,31.12
Charged Off,20000.0,15.31,479.06,C,52000.0,5.79
Charged Off,4000.0,12.49,133.8,B,29000.0,26.9
Charged Off,5100.0,17.86,184.02,D,60000.0,21.72
Charged Off,16000.0,17.27,572.6,D,70000.0,15.05
Charged Off,11275.0,18.55,289.7,E,67000.0,18.48
Charged Off,35000.0,12.29,783.7,C,92000.0,8.37
Charged Off,29850.0,19.24,1097.81,E,65000.0,28.47
Charged Off,14000.0,15.1,486.01,C,36000.0,27.83
Charged Off,10000.0,10.16,323.43,B,35000.0,23.2
Charged Off,25000.0,15.61,602.79,D,220000.0,2.46
Charged Off,12000.0,19.53,443.1,D,72000.0,39.02
Charged Off,22375.0,25.83,667.67,G,66000.0,13.21
Charged Off,11500.0,14.99,398.6,C,32000.0,22.66
Charged Off,16425.0,17.1,586.42,C,37000.0,14.82
Charged Off,12000.0,12.99,404.27,C,40000.0,29.22
Charged Off,30000.0,20.99,811.44,E,120000.0,15.07
Charged Off,7500.0,10.49,243.74,B,51400.0,13.17
Charged Off,25000.0,18.24,906.83,D,82574.0,23.12
Charged Off,6000.0,12.49,200.7,B,55000.0,5.4
Charged Off,8450.0,16.55,299.38,D,47000.0,22.37
Charged Off,20000.0,13.67,680.36,C,50000.0,22.8
Charged Off,22750.0,22.99,880.53,F,120000.0,10.33
Charged Off,1200.0,14.3,41.19,C,58000.0,23.42
Charged Off,12600.0,13.33,426.55,C,55000.0,23.15
Charged Off,2100.0,20.99,79.11,E,30000.0,29.76
Charged Off,5000.0,12.49,167.25,B,52000.0,21.51
Charged Off,8000.0,16.29,282.41,D,23000.0,39.77
Charged Off,28800.0,27.34,885.28,G,65000.0,29.69
Charged Off,20000.0,12.29,667.06,C,84000.0,14.22
Charged Off,2400.0,19.99,89.19,E,34791.0,25.54
Charged Off,35000.0,19.19,911.59,E,140000.0,30.9
Charged Off,30000.0,20.8,808.23,E,71060.0,14.2
Charged Off,14900.0,18.24,380.32,D,34000.0,23.72
Charged Off,15000.0,15.61,361.67,C,70000.0,16.16
Charged Off,16000.0,19.99,423.82,E,40000.0,20.43
Charged Off,6275.0,17.86,226.42,D,8550.0,44.24
Charged Off,20000.0,12.49,668.98,B,70000.0,19.9
Charged Off,13500.0,20.99,508.55,E,37500.0,25.12
Charged Off,5000.0,12.69,167.73,C,76000.0,10.91
Charged Off,1500.0,12.12,49.91,B,25000.0,7.39
Charged Off,10950.0,24.99,321.34,F,38107.0,25.61
Charged Off,9175.0,15.31,319.45,C,93000.0,24.75
Charged Off,16000.0,18.25,408.48,E,60000.0,12.96
Charged Off,10000.0,9.67,321.13,B,150000.0,10.0
Charged Off,5750.0,18.25,208.6,D,52000.0,35.2
Charged Off,10000.0,17.57,251.61,D,70000.0,8.55
Charged Off,5000.0,17.57,179.69,D,50000.0,31.97
Charged Off,18000.0,16.2,634.61,C,75000.0,19.02
Charged Off,10200.0,16.49,250.71,D,30000.0,32.92
Charged Off,25000.0,6.39,764.98,A,90000.0,21.04
Charged Off,8000.0,12.29,266.83,C,121000.0,32.56
Charged Off,30000.0,20.49,1122.42,E,112000.0,10.64
Charged Off,4000.0,14.33,137.36,C,32000.0,23.13
Charged Off,15000.0,17.57,539.06,D,75000.0,10.88
Charged Off,12000.0,18.25,435.34,E,70000.0,5.11
Charged Off,7100.0,18.55,258.65,D,28000.0,26.06
Charged Off,12175.0,15.22,423.37,C,80000.0,2.9
Charged Off,8000.0,12.69,268.36,C,32000.0,12.04
Charged Off,12000.0,8.19,377.09,A,53440.0,21.13
Charged Off,18400.0,9.67,590.87,B,55000.0,2.64
Charged Off,12000.0,10.99,392.81,B,67000.0,29.14
Charged Off,20000.0,7.69,623.88,A,110000.0,10.52
Charged Off,16800.0,13.35,385.27,C,97000.0,22.68
Charged Off,20000.0,6.49,612.89,A,75000.0,19.31
Charged Off,23875.0,21.67,654.93,E,87000.0,18.5
Charged Off,10000.0,22.4,278.47,E,42000.0,25.06
Charged Off,18350.0,23.99,527.79,F,51000.0,20.82
Charged Off,8000.0,13.35,270.91,C,44000.0,11.95
Charged Off,18000.0,17.56,452.79,D,60000.0,31.34
Charged Off,23725.0,18.84,613.36,E,59500.0,19.85
Charged Off,20000.0,8.9,635.07,A,50000.0,0.6
Charged Off,6350.0,14.09,217.31,B,85250.0,0.48
Charged Off,4800.0,16.55,170.07,D,45000.0,30.56
Charged Off,20000.0,21.49,546.6,E,78500.0,9.97
Charged Off,24575.0,17.1,612.08,C,56000.0,14.46
Charged Off,11000.0,15.61,384.62,C,64000.0,8.53
Charged Off,12000.0,14.47,282.16,C,60000.0,10.56
Charged Off,20500.0,13.67,697.37,B,95000.0,21.02
Charged Off,6000.0,15.8,210.36,C,62000.0,25.24
Charged Off,3600.0,18.49,131.04,E,59000.0,24.11
Charged Off,22500.0,17.86,569.64,D,95000.0,16.35
Charged Off,18000.0,13.99,418.74,C,56044.0,17.97
Charged Off,28000.0,11.67,925.6,B,185000.0,6.02
Charged Off,12000.0,16.59,295.6,D,39000.0,18.55
Charged Off,9100.0,14.09,311.42,B,48000.0,4.39
Charged Off,6650.0,24.89,194.76,F,25000.0,8.78
Charged Off,5000.0,18.75,182.65,D,60000.0,20.2
Charged Off,16000.0,13.35,366.93,C,56000.0,23.3
Charged Off,13600.0,16.99,484.81,D,38000.0,38.38
Charged Off,8325.0,16.29,293.88,D,19896.0,31.97
Charged Off,16150.0,21.99,445.96,F,68082.0,35.33
Charged Off,16000.0,20.2,596.25,D,70000.0,21.14
Charged Off,11200.0,11.14,367.42,B,56000.0,27.17
Charged Off,22000.0,13.98,511.68,C,75000.0,26.45
Charged Off,11750.0,14.09,402.11,B,140000.0,22.16
Charged Off,20000.0,13.33,458.45,C,125000.0,19.33
Charged Off,32000.0,15.31,1114.16,C,115000.0,29.45
Charged Off,8400.0,16.29,296.53,D,60972.0,24.84
Charged Off,31500.0,18.92,815.75,D,127000.0,17.65
Charged Off,3000.0,20.8,112.72,E,30000.0,18.32
Charged Off,7000.0,14.33,240.37,C,54168.0,15.64
Charged Off,10000.0,15.8,350.59,C,53500.0,13.1
Charged Off,12000.0,14.33,412.06,C,117148.0,6.15
Charged Off,12000.0,21.6,328.71,E,56170.0,16.92
Charged Off,11200.0,18.99,290.48,D,43000.0,4.8
Charged Off,15000.0,14.99,356.78,C,43264.0,11.62
Charged Off,24000.0,12.29,800.48,C,58000.0,20.17
Charged Off,19125.0,20.2,508.83,E,47826.0,20.13
Charged Off,12000.0,14.31,281.16,C,36000.0,21.8
Charged Off,5725.0,13.11,193.21,B,64800.0,23.81
Charged Off,8400.0,9.67,269.75,B,120000.0,18.82
Charged Off,12150.0,23.99,349.47,F,32000.0,19.17
Charged Off,18000.0,13.99,418.74,C,60000.0,11.66
Charged Off,16000.0,17.57,402.57,D,56000.0,25.87
Charged Off,35000.0,20.2,931.19,E,85000.0,27.78
Charged Off,20000.0,15.61,699.3,C,90125.0,17.6
Charged Off,19500.0,15.22,466.16,C,43883.0,30.24
Charged Off,35000.0,17.1,1249.59,C,110000.0,19.01
Charged Off,12150.0,26.57,493.23,F,40000.0,36.96
Charged Off,15000.0,18.25,382.95,D,40000.0,30.84
Charged Off,8000.0,17.27,286.3,C,37000.0,34.4
Charged Off,4800.0,13.11,161.99,B,32000.0,4.61
Charged Off,24000.0,11.53,528.19,B,75000.0,10.29
Charged Off,35000.0,22.95,985.67,F,115000.0,19.83
Charged Off,10000.0,7.62,311.62,A,40000.0,26.37
Charged Off,15000.0,19.05,550.22,D,45000.0,13.95
Charged Off,20000.0,11.99,664.2,B,125000.0,13.93
Charged Off,27000.0,20.99,730.29,E,72000.0,2.83
Charged Off,9600.0,13.11,323.98,B,110000.0,25.05
Charged Off,24000.0,16.55,590.68,D,86000.0,16.73
Charged Off,6000.0,13.33,203.12,C,86660.0,39.08
Charged Off,20000.0,13.99,683.46,C,66000.0,30.01
Charged Off,35000.0,13.99,1196.05,C,76960.0,29.06
Charged Off,12800.0,15.61,447.55,C,120000.0,29.21
Charged Off,3625.0,22.45,139.29,E,17748.0,29.75
Charged Off,20800.0,18.55,534.43,D,48699.0,26.98
Charged Off,13075.0,9.17,416.82,B,82614.0,2.31
Charged Off,16000.0,14.16,373.63,C,36500.0,26.73
Charged Off,7200.0,12.69,241.53,C,49000.0,22.58
Charged Off,5000.0,13.35,169.32,C,24000.0,14.35
Charged Off,5400.0,10.75,176.16,B,48000.0,24.95
Charged Off,20000.0,12.29,667.06,C,73400.0,13.55
Charged Off,23000.0,14.49,791.58,C,72000.0,25.87
Charged Off,28000.0,16.29,685.23,D,65000.0,31.55
Charged Off,2500.0,9.17,79.7,B,54000.0,17.82
Charged Off,10000.0,16.55,354.3,D,40000.0,8.0
Charged Off,30000.0,19.52,786.83,D,70000.0,14.55
Charged Off,16750.0,25.57,497.25,F,50000.0,21.77
Charged Off,13225.0,14.09,452.58,B,45000.0,4.11
Charged Off,20000.0,7.69,623.88,A,82000.0,9.43
Charged Off,4650.0,19.52,171.68,D,28000.0,20.2
Charged Off,12000.0,9.99,387.15,B,30100.0,26.88
Charged Off,12000.0,14.31,411.95,C,52000.0,27.76
Charged Off,16550.0,12.12,550.65,B,52000.0,20.17
Charged Off,7500.0,18.85,274.36,D,106000.0,18.86
Charged Off,3850.0,14.49,132.51,C,19000.0,14.34
Charged Off,6400.0,9.76,205.79,B,70000.0,11.12
Charged Off,2500.0,22.47,96.09,E,29058.41,25.36
Charged Off,15600.0,18.25,565.94,D,81643.0,13.74
Charged Off,23300.0,24.5,677.08,F,60000.0,15.54
Charged Off,5000.0,16.29,176.51,D,78000.0,9.04
Charged Off,19200.0,17.57,483.08,D,127000.0,26.58
Charged Off,18000.0,20.49,481.82,E,45000.0,30.16
Charged Off,12000.0,15.61,419.58,C,140000.0,14.81
Charged Off,5500.0,17.1,196.37,C,19881.0,12.98
Charged Off,21250.0,22.47,592.6,E,54981.0,19.29
Charged Off,20000.0,15.31,479.06,C,45000.0,26.59
Charged Off,9600.0,21.7,365.15,E,54000.0,33.88
Charged Off,6000.0,6.39,183.6,A,68000.0,29.74
Charged Off,10000.0,18.99,259.36,E,40000.0,18.9
Charged Off,16250.0,14.65,560.54,C,40668.0,22.9
Charged Off,12400.0,14.16,424.77,C,58000.0,23.84
Charged Off,20000.0,18.54,513.77,E,102000.0,15.48
Charged Off,5000.0,10.99,163.67,B,60000.0,23.22
Charged Off,10000.0,23.28,283.52,F,38000.0,21.92
Charged Off,21000.0,8.9,434.91,A,89000.0,28.69
Charged Off,20000.0,9.17,416.82,B,55000.0,15.97
Charged Off,8450.0,13.67,287.45,C,27000.0,15.93
Charged Off,2000.0,22.2,76.59,E,17500.0,25.36
Charged Off,6000.0,18.55,218.58,D,110000.0,4.65
Charged Off,12000.0,16.55,295.34,D,63000.0,30.21
Charged Off,14000.0,14.33,480.74,C,42300.0,21.16
Charged Off,15000.0,16.29,367.09,D,82000.0,17.8
Charged Off,25000.0,17.57,629.01,D,62000.0,24.16
Charged Off,20125.0,17.27,503.09,C,45000.0,14.4
Charged Off,5000.0,14.3,171.62,C,38000.0,21.67
Charged Off,11500.0,18.25,293.6,E,32000.0,24.42
Charged Off,5825.0,19.52,215.06,E,19500.0,36.98
Charged Off,16825.0,21.98,464.5,E,45240.0,34.8
Charged Off,13725.0,19.19,357.48,E,28000.0,37.81
Charged Off,20000.0,14.31,686.57,C,63000.0,25.31
Charged Off,35000.0,21.49,956.55,E,99000.0,31.44
Charged Off,2175.0,19.19,79.94,E,15200.0,33.41
Charged Off,16000.0,22.95,450.59,F,66000.0,31.89
Charged Off,16500.0,12.85,374.16,B,48622.0,28.29
Charged Off,24250.0,18.25,619.1,D,70000.0,25.06
Charged Off,18825.0,16.29,460.7,C,48000.0,31.08
Charged Off,14000.0,14.98,332.92,C,50000.0,26.0
Charged Off,6500.0,8.39,204.86,A,37000.0,15.15
Charged Off,12800.0,13.18,432.4,C,60000.0,31.52
Charged Off,16000.0,14.49,376.37,C,37000.0,9.86
Charged Off,9600.0,11.53,316.71,B,39400.0,19.65
Charged Off,19800.0,14.46,465.45,C,58298.0,11.42
Charged Off,32000.0,19.72,842.83,D,82000.0,29.93
Charged Off,6000.0,12.35,200.3,B,35000.0,20.78
Charged Off,25000.0,16.29,611.82,D,70000.0,31.0
Charged Off,29475.0,13.33,997.83,C,79000.0,33.62
Charged Off,24000.0,8.9,762.08,A,89790.0,19.17
Charged Off,10000.0,13.67,230.98,C,32000.0,27.16
Charged Off,21000.0,26.57,635.86,F,50000.0,36.82
Charged Off,19750.0,19.72,731.17,D,50900.0,16.08
Charged Off,8250.0,9.17,263.01,B,45000.0,20.93
Charged Off,12000.0,12.99,404.27,C,75000.0,13.26
Charged Off,23550.0,27.88,731.55,G,62000.0,15.89
Charged Off,20000.0,19.99,529.77,E,48500.0,16.36
Charged Off,15000.0,14.99,519.91,C,70000.0,11.57
Charged Off,8800.0,16.99,313.71,D,20000.0,11.28
Charged Off,12950.0,24.5,376.32,F,57600.0,21.1
Charged Off,7250.0,18.25,263.02,E,81120.0,22.13
Charged Off,15000.0,12.69,503.18,C,51000.0,8.83
Charged Off,10000.0,12.29,333.53,C,50000.0,23.14
Charged Off,23725.0,21.99,655.13,F,70000.0,37.75
Charged Off,12000.0,13.11,404.97,B,90000.0,19.12
Charged Off,21425.0,17.86,542.43,D,67000.0,13.63
Charged Off,3800.0,28.67,158.57,G,32000.0,38.63
Charged Off,9600.0,10.16,310.49,B,124000.0,3.18
Charged Off,13000.0,12.29,433.59,C,70000.0,11.79
Charged Off,15550.0,13.98,531.32,C,50000.0,36.08
Charged Off,35000.0,21.48,956.35,E,135000.0,14.58
Charged Off,6425.0,16.55,227.64,D,43000.0,14.29
Charged Off,30000.0,14.33,703.2,C,210000.0,4.32
Charged Off,23225.0,17.57,584.35,D,53000.0,27.81
Charged Off,8975.0,19.99,333.5,E,30000.0,15.96
Charged Off,28000.0,14.65,660.99,C,350000.0,20.23
Charged Off,8000.0,12.49,267.6,B,64000.0,7.16
Charged Off,10950.0,9.49,350.71,B,45000.0,24.64
Charged Off,14000.0,11.53,461.87,B,50000.0,9.17
Charged Off,35000.0,9.17,1115.77,B,150000.0,11.85
Charged Off,8975.0,21.0,338.14,E,27000.0,13.07
Charged Off,15000.0,16.99,534.72,D,65000.0,5.41
Charged Off,12000.0,11.99,398.52,B,50000.0,20.09
Charged Off,3500.0,20.5,130.97,E,50000.0,25.49
Charged Off,20000.0,9.75,643.0,B,95000.0,18.68
Charged Off,22400.0,19.99,832.36,E,70000.0,21.0
Charged Off,20000.0,12.69,670.9,C,63000.0,20.82
Charged Off,21725.0,17.57,546.61,D,95000.0,13.07
Charged Off,7200.0,16.29,254.17,C,30160.0,23.4
Charged Off,17950.0,16.55,635.96,D,80000.0,31.7
Charged Off,16500.0,25.8,492.07,G,55000.0,24.68
Charged Off,8875.0,15.22,308.62,C,26000.0,19.94
Charged Off,10000.0,11.67,330.57,B,34560.0,16.84
Charged Off,35000.0,21.0,1318.63,E,92424.0,11.05
Charged Off,20000.0,25.8,596.45,G,57000.0,24.31
Charged Off,4800.0,19.97,178.32,D,35000.0,9.02
Charged Off,15850.0,18.75,579.0,D,36000.0,11.0
Charged Off,5000.0,17.57,179.69,D,20000.0,8.7
Charged Off,4950.0,13.68,168.42,C,33744.0,17.67
Charged Off,10000.0,15.61,349.65,D,40720.0,25.79
Charged Off,5000.0,12.69,167.73,C,289000.0,19.11
Charged Off,4350.0,18.25,157.81,E,35000.0,19.17
Charged Off,10000.0,16.29,353.01,D,47000.0,14.86
Charged Off,5000.0,14.16,171.28,C,29000.0,20.16
Charged Off,15000.0,13.33,507.8,C,60000.0,23.76
Charged Off,25000.0,13.65,850.2,C,65000.0,17.17
Charged Off,22125.0,19.52,580.29,E,65000.0,32.33
Charged Off,2500.0,19.05,91.71,D,93730.0,17.67
Charged Off,30000.0,10.99,982.02,B,69824.0,24.87
Charged Off,12000.0,11.67,396.69,B,60000.0,20.12
Charged Off,10000.0,12.29,333.53,C,37000.0,21.21
Charged Off,15000.0,14.64,517.34,C,50500.0,2.64
Charged Off,19000.0,13.98,441.9,C,57000.0,26.0
