loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Fully Paid,8500.0,13.11,286.85,B,41000.0,8.22
Fully Paid,7125.0,14.65,245.78,C,50000.0,9.15
Fully Paid,16425.0,18.25,595.87,D,42000.0,28.34
Fully Paid,5000.0,12.79,167.97,C,70000.0,3.24
Fully Paid,5500.0,14.65,189.72,C,57000.0,2.78
Fully Paid,2000.0,10.99,65.47,B,75000.0,12.03
Fully Paid,15000.0,12.12,499.08,B,38000.0,10.82
Fully Paid,21000.0,18.2,535.55,E,75000.0,7.52
Fully Paid,15000.0,7.9,469.36,A,32000.0,22.24
Fully Paid,10000.0,14.16,342.56,C,45000.0,16.82
Fully Paid,23825.0,15.61,574.46,C,72000.0,9.37
Fully Paid,15000.0,10.75,489.31,B,110000.0,17.08
Fully Paid,10000.0,9.71,321.32,B,55000.0,20.71
Fully Paid,10000.0,17.99,361.48,D,68000.0,23.81
Fully Paid,35000.0,13.18,1182.33,C,80000.0,11.65
Fully Paid,20000.0,5.93,607.81,A,129000.0,23.05
Fully Paid,17000.0,11.53,374.14,B,68000.0,26.77
Fully Paid,12000.0,9.99,387.15,B,49000.0,8.87
Fully Paid,9600.0,10.99,314.25,B,74115.0,24.5
Fully Paid,10000.0,13.33,229.23,C,22000.0,8.24
Fully Paid,8000.0,17.77,288.3,D,39900.0,18.8
Fully Paid,20400.0,9.17,650.33,B,74100.0,13.47
Fully Paid,11700.0,18.25,298.7,D,72000.0,14.02
Fully Paid,8250.0,7.62,257.09,A,25300.0,18.98
Fully Paid,5000.0,8.18,157.1,B,55000.0,1.29
Fully Paid,20000.0,9.67,642.25,B,124000.0,16.58
Fully Paid,17600.0,15.22,420.74,C,50000.0,19.9
Fully Paid,15000.0,19.52,553.8,E,60000.0,9.84
Fully Paid,15000.0,13.44,344.69,C,70000.0,10.99
Fully Paid,15000.0,13.44,344.69,C,90000.0,11.99
Fully Paid,20000.0,13.35,458.66,C,73700.0,12.05
Fully Paid,14000.0,11.55,462.0,B,40000.0,9.69
Fully Paid,5875.0,16.99,209.44,D,42500.0,18.53
Fully Paid,20000.0,23.28,567.04,F,102000.0,27.76
Fully Paid,3000.0,15.1,104.15,C,32000.0,5.74
Fully Paid,22075.0,16.99,548.51,D,48000.0,4.43
Fully Paid,4200.0,11.67,138.84,B,65000.0,15.29
Fully Paid,10000.0,14.65,236.07,C,65490.0,14.28
Fully Paid,15000.0,6.0,461.57,B,62000.0,20.36
Fully Paid,23175.0,14.65,547.09,C,70000.0,24.72
Fully Paid,17000.0,7.9,531.94,A,133000.0,13.2
Fully Paid,6400.0,14.3,219.68,C,40000.0,18.96
Fully Paid,9600.0,10.99,314.25,B,150000.0,15.11
Fully Paid,30000.0,7.26,929.89,A,120000.0,15.09
Fully Paid,5000.0,18.49,182.0,D,40000.0,3.9
Fully Paid,5000.0,9.99,161.32,B,32000.0,9.19
Fully Paid,14400.0,10.75,469.74,B,38400.0,20.38
Fully Paid,24000.0,10.49,515.74,B,67000.0,20.78
Fully Paid,5425.0,11.53,178.98,B,27000.0,21.69
Fully Paid,7200.0,13.05,242.77,B,54000.0,14.22
Fully Paid,16000.0,5.32,481.84,A,165000.0,12.19
Fully Paid,20000.0,7.62,623.23,A,120000.0,1.28
Fully Paid,7700.0,7.62,239.95,A,40000.0,1.65
Fully Paid,23000.0,12.29,515.0,C,82000.0,24.35
Fully Paid,35000.0,12.29,783.7,C,225000.0,12.45
Fully Paid,28775.0,17.86,1038.27,D,100000.0,22.92
Fully Paid,14400.0,17.27,359.98,C,60588.48,9.43
Fully Paid,12000.0,10.99,392.81,B,50000.0,16.39
Fully Paid,6000.0,12.12,199.63,B,20000.0,15.66
Fully Paid,11525.0,17.57,414.18,D,40000.0,21.72
Fully Paid,12000.0,9.99,387.15,B,143000.0,10.82
Fully Paid,7500.0,9.71,240.99,B,52000.0,21.72
Fully Paid,20000.0,15.99,703.05,D,95000.0,11.41
Fully Paid,25000.0,17.86,632.94,D,102000.0,15.87
Fully Paid,6000.0,8.9,190.52,A,83000.0,23.58
Fully Paid,9600.0,15.99,337.47,C,40000.0,4.62
Fully Paid,21000.0,6.03,639.15,A,148000.0,3.82
Fully Paid,15000.0,13.99,512.6,C,70000.0,30.65
Fully Paid,12000.0,19.99,317.86,E,100000.0,11.41
Fully Paid,25000.0,12.99,842.23,C,61000.0,24.85
Fully Paid,7000.0,10.99,229.14,B,31000.0,25.78
Fully Paid,19000.0,10.99,413.02,B,98000.0,27.33
Fully Paid,14000.0,19.52,516.88,D,100000.0,19.63
Fully Paid,25600.0,5.93,777.99,A,142000.0,11.48
Fully Paid,4100.0,19.2,150.71,D,20000.0,10.86
Fully Paid,17475.0,19.19,455.15,E,48600.0,21.21
Fully Paid,5000.0,8.39,157.59,A,69000.0,21.29
Fully Paid,35000.0,8.99,1112.83,B,150000.0,15.16
Fully Paid,30000.0,6.89,924.81,A,500000.0,10.22
Fully Paid,12000.0,15.61,419.58,C,60000.0,23.36
Fully Paid,6000.0,13.53,203.7,B,47000.0,20.51
Fully Paid,19000.0,14.99,658.55,C,93000.0,11.97
Fully Paid,23850.0,15.8,577.46,C,68900.0,31.37
Fully Paid,10000.0,17.77,360.38,D,50000.0,15.36
Fully Paid,6175.0,12.99,208.04,C,17200.0,39.43
Fully Paid,5000.0,14.33,171.7,C,80412.0,34.45
Fully Paid,6400.0,10.49,207.99,B,48000.0,17.04
Fully Paid,22000.0,9.17,701.34,B,75000.0,21.31
Fully Paid,20000.0,6.62,614.08,A,75000.0,22.94
Fully Paid,8625.0,10.16,278.96,B,67800.0,30.41
Fully Paid,13200.0,14.65,311.61,C,42500.0,29.74
Fully Paid,6500.0,15.31,226.32,C,45000.0,9.52
Fully Paid,4800.0,10.99,157.13,B,70000.0,28.63
Fully Paid,13600.0,14.16,317.58,C,98000.0,23.27
Fully Paid,8800.0,12.99,296.47,C,48200.0,24.68
Fully Paid,15000.0,12.99,341.22,C,80000.0,20.79
Fully Paid,10000.0,20.2,372.66,E,36000.0,17.4
Fully Paid,30000.0,15.31,718.59,C,76000.0,16.72
Fully Paid,10000.0,8.18,314.2,B,55000.0,23.63
Fully Paid,4800.0,14.09,164.27,B,72000.0,15.4
Fully Paid,12375.0,15.99,435.01,D,60000.0,17.7
Fully Paid,33425.0,17.77,844.6,D,75000.0,30.39
Fully Paid,3900.0,11.14,127.94,B,26000.0,21.74
Fully Paid,15075.0,14.99,522.51,C,42000.0,22.31
Fully Paid,11000.0,10.99,360.08,B,140000.0,21.2
Fully Paid,10000.0,8.9,317.54,A,54675.0,17.86
Fully Paid,17375.0,22.2,665.36,E,110000.0,3.83
Fully Paid,7500.0,10.64,244.27,B,62000.0,18.5
Fully Paid,12000.0,17.57,301.93,D,78000.0,12.86
Fully Paid,5000.0,13.99,170.87,C,31500.0,26.78
Fully Paid,22000.0,8.39,693.37,A,66000.0,20.29
Fully Paid,16975.0,14.99,588.37,C,115000.0,6.91
Fully Paid,20800.0,12.12,692.06,B,100000.0,14.46
Fully Paid,7000.0,7.9,219.04,A,90000.0,2.04
Fully Paid,9500.0,11.99,315.5,B,90000.0,26.11
Fully Paid,28000.0,11.14,918.55,B,94000.0,5.07
Fully Paid,10000.0,12.69,335.45,C,75000.0,26.7
Fully Paid,16000.0,17.57,402.57,D,53000.0,21.08
Fully Paid,2700.0,9.17,86.08,B,37000.0,25.36
Fully Paid,30000.0,13.11,684.29,B,121200.0,18.71
Fully Paid,24000.0,20.2,638.53,E,50000.0,30.75
Fully Paid,11200.0,11.99,249.09,B,70000.0,10.36
Fully Paid,35000.0,17.86,886.11,D,160000.0,19.53
Fully Paid,10000.0,14.65,344.95,C,45000.0,21.73
Fully Paid,25000.0,17.27,624.95,D,98000.0,25.78
Fully Paid,15000.0,11.14,492.08,B,60000.0,9.2
Fully Paid,9900.0,16.55,350.75,D,50000.0,27.48
Fully Paid,30000.0,18.25,1088.34,D,120000.0,9.49
Fully Paid,12000.0,11.53,395.89,B,65000.0,10.3
Fully Paid,12000.0,8.19,377.09,A,50000.0,16.99
Fully Paid,15075.0,9.71,484.38,B,41500.0,13.24
Fully Paid,6100.0,12.49,204.04,B,24000.0,7.05
Fully Paid,20000.0,14.09,684.43,B,115000.0,16.21
Fully Paid,32000.0,20.99,865.53,E,89000.0,19.12
Fully Paid,23525.0,13.99,803.92,C,70000.0,13.87
Fully Paid,15000.0,5.32,451.73,A,101000.0,27.46
Fully Paid,8500.0,11.67,280.99,B,70000.0,12.15
Fully Paid,22000.0,8.18,447.98,B,104442.0,25.26
Fully Paid,15000.0,8.39,472.75,A,80000.0,9.29
Fully Paid,9000.0,11.55,297.0,B,72000.0,19.53
Fully Paid,19400.0,9.67,622.99,B,65000.0,22.58
Fully Paid,12000.0,17.99,433.77,D,55000.0,22.54
Fully Paid,8000.0,8.9,254.03,A,68000.0,19.68
Fully Paid,9450.0,17.1,337.39,C,35000.0,9.55
Fully Paid,6000.0,7.9,187.75,A,73200.0,9.85
Fully Paid,14000.0,16.99,347.87,D,100000.0,29.43
Fully Paid,25000.0,17.27,624.95,C,79500.0,14.05
Fully Paid,18000.0,12.69,603.81,C,51000.0,37.67
Fully Paid,8400.0,13.33,284.37,C,40000.0,22.98
Fully Paid,4000.0,16.29,141.21,C,22000.0,25.75
Fully Paid,11000.0,6.24,335.84,A,136000.0,9.52
Fully Paid,13000.0,6.62,399.15,A,80000.0,6.02
Fully Paid,5000.0,12.39,167.01,C,32148.0,16.35
Fully Paid,20000.0,12.12,665.44,B,120000.0,12.16
Fully Paid,4000.0,15.8,140.24,C,22000.0,23.4
Fully Paid,2400.0,22.4,66.84,E,64000.0,8.87
Fully Paid,13100.0,27.49,538.26,F,41000.0,20.61
Fully Paid,18225.0,8.9,578.71,A,41000.0,11.91
Fully Paid,9500.0,10.99,310.98,B,51933.0,10.33
Fully Paid,19500.0,7.9,610.16,A,61000.0,20.24
Fully Paid,9600.0,14.64,331.1,C,140000.0,6.7
Fully Paid,25000.0,10.99,818.35,B,150000.0,3.89
Fully Paid,16000.0,13.49,368.08,C,110000.0,29.79
Fully Paid,21075.0,7.89,659.35,A,90000.0,26.55
Fully Paid,20000.0,15.61,482.23,D,98500.0,22.83
Fully Paid,9600.0,18.99,351.85,E,32000.0,20.56
Fully Paid,10500.0,10.99,343.71,B,50000.0,25.25
Fully Paid,20000.0,15.61,699.3,C,56000.0,3.45
Fully Paid,5000.0,11.67,165.29,B,55000.0,20.29
Fully Paid,35000.0,15.81,847.61,C,110000.0,4.79
Fully Paid,3825.0,15.8,134.1,C,30000.0,33.68
Fully Paid,20000.0,7.9,625.81,A,87500.0,22.7
Fully Paid,16000.0,11.99,531.36,B,59000.0,22.73
Fully Paid,18000.0,16.29,635.41,D,70000.0,23.08
Fully Paid,24000.0,6.49,735.47,A,103000.0,27.02
Fully Paid,30000.0,17.77,1081.12,D,122304.0,9.41
Fully Paid,7500.0,6.03,228.27,A,60000.0,11.6
Fully Paid,15500.0,5.32,466.78,A,65000.0,13.52
Fully Paid,18600.0,11.44,612.83,B,60000.0,23.58
Fully Paid,15000.0,11.67,495.86,B,38000.0,22.65
Fully Paid,7000.0,13.11,236.23,B,48000.0,27.5
Fully Paid,25000.0,9.99,806.57,B,110000.0,10.89
Fully Paid,15000.0,13.11,506.21,B,108000.0,12.78
Fully Paid,29175.0,15.22,697.45,C,72000.0,27.65
Fully Paid,18000.0,7.62,560.91,A,75000.0,9.59
Fully Paid,10000.0,13.05,337.19,B,81090.0,15.78
Fully Paid,10000.0,12.12,332.72,B,60000.0,17.48
Fully Paid,19750.0,18.75,721.47,D,48000.0,7.5
Fully Paid,10000.0,6.03,304.36,A,54000.0,9.84
Fully Paid,15000.0,11.99,498.15,B,80000.0,8.7
Fully Paid,5000.0,15.1,173.58,C,33000.0,5.16
Fully Paid,10000.0,7.89,312.86,A,62000.0,22.28
Fully Paid,8400.0,6.24,256.46,A,45000.0,3.92
Fully Paid,1125.0,14.65,38.81,C,17000.0,13.91
Fully Paid,10000.0,8.9,317.54,A,44097.0,20.55
Fully Paid,15000.0,15.61,524.48,D,94000.0,13.93
Fully Paid,10400.0,13.33,238.4,C,51000.0,13.86
Fully Paid,11000.0,13.33,372.39,C,49920.0,11.23
Fully Paid,5000.0,12.49,167.25,B,40000.0,7.23
Fully Paid,5000.0,7.91,156.48,A,40000.0,28.26
Fully Paid,14400.0,24.5,418.45,F,104000.0,17.54
Fully Paid,10050.0,12.12,334.39,B,60900.0,12.83
Fully Paid,10000.0,13.11,337.47,B,31000.0,34.3
Fully Paid,6000.0,14.16,205.54,C,63000.0,8.4
Fully Paid,15000.0,19.2,551.36,D,62000.0,21.91
Fully Paid,6000.0,11.55,198.0,B,40000.0,11.87
Fully Paid,19000.0,12.69,637.36,C,38000.0,19.77
Fully Paid,11200.0,19.52,293.75,E,40000.0,17.7
Fully Paid,13000.0,11.47,428.51,B,80000.0,10.52
Fully Paid,6700.0,8.9,212.75,A,83100.0,9.87
Fully Paid,30750.0,19.22,1130.6,D,85000.0,21.63
Fully Paid,24800.0,7.69,773.61,A,65000.0,19.09
Fully Paid,24000.0,13.67,816.43,B,135000.0,23.78
Fully Paid,12000.0,8.19,377.09,A,90000.0,10.73
Fully Paid,18000.0,5.32,542.07,A,145000.0,8.41
Fully Paid,2250.0,6.62,69.09,A,110225.0,7.62
Fully Paid,15000.0,12.99,505.34,C,75000.0,13.79
Fully Paid,24000.0,18.55,616.65,D,69000.0,18.73
Fully Paid,12000.0,11.99,398.52,B,48000.0,13.83
Fully Paid,3150.0,6.92,97.15,A,70000.0,19.08
Fully Paid,1200.0,11.99,39.86,C,45000.0,30.8
Fully Paid,5800.0,14.49,199.62,C,58500.0,10.02
Fully Paid,8000.0,18.54,291.4,E,44950.0,16.64
Fully Paid,23500.0,11.67,776.84,B,56000.0,14.57
Fully Paid,5000.0,11.99,166.05,B,15600.0,6.85
Fully Paid,20000.0,9.67,642.25,B,90000.0,21.36
Fully Paid,3000.0,12.99,101.07,C,52000.0,15.97
Fully Paid,8000.0,11.44,263.58,B,121000.0,10.34
Fully Paid,16000.0,14.49,376.37,C,64800.0,21.07
Fully Paid,16000.0,11.14,524.89,B,105000.0,11.2
Fully Paid,26950.0,10.16,871.63,B,75000.0,14.27
Fully Paid,8000.0,13.53,271.6,B,26504.0,10.91
Fully Paid,15000.0,7.89,303.36,A,145000.0,11.18
Fully Paid,16000.0,9.71,514.1,B,62000.0,19.14
Fully Paid,15000.0,13.67,510.27,B,135000.0,8.37
Fully Paid,14900.0,14.99,516.45,C,55000.0,29.48
Fully Paid,7000.0,20.49,261.9,E,31000.0,18.77
Fully Paid,20000.0,12.29,667.06,C,100000.0,12.47
Fully Paid,15000.0,12.49,501.74,B,98500.0,20.7
Fully Paid,24000.0,14.31,562.31,C,95000.0,6.81
Fully Paid,7425.0,16.99,264.69,D,110000.0,5.75
Fully Paid,6000.0,11.67,198.35,B,72000.0,7.2
Fully Paid,3600.0,13.11,121.49,B,31000.0,16.3
Fully Paid,35000.0,16.2,1233.96,C,101500.0,19.91
Fully Paid,12500.0,7.62,389.52,A,81000.0,17.75
Fully Paid,15000.0,8.9,476.3,A,65000.0,19.99
Fully Paid,15000.0,6.03,456.54,A,90000.0,8.23
Fully Paid,9600.0,19.22,352.97,D,50000.0,10.63
Fully Paid,15000.0,12.99,505.34,B,103000.0,17.2
Fully Paid,21725.0,16.2,530.63,C,106266.67,9.55
Fully Paid,16000.0,7.9,500.65,A,75000.0,10.24
Fully Paid,13000.0,14.33,304.72,C,61000.0,19.36
Fully Paid,3200.0,12.12,106.47,B,27000.0,17.87
Fully Paid,24000.0,7.62,747.88,A,94200.0,21.59
Fully Paid,5400.0,11.14,177.15,B,70000.0,13.59
Fully Paid,18000.0,12.12,401.5,B,53000.0,11.64
Fully Paid,4000.0,12.74,134.28,C,45000.0,20.27
Fully Paid,5000.0,13.11,168.74,B,25000.0,9.02
Fully Paid,10000.0,11.47,329.62,B,40500.0,18.79
Fully Paid,9525.0,8.18,299.28,B,57870.16,11.92
Fully Paid,3300.0,13.65,112.23,C,80000.0,19.2
Fully Paid,4000.0,11.44,131.79,B,48000.0,21.55
Fully Paid,16000.0,10.99,523.75,B,87000.0,13.54
Fully Paid,3000.0,11.14,98.42,B,145000.0,9.79
Fully Paid,35000.0,12.49,1170.71,B,125000.0,32.21
Fully Paid,30000.0,22.95,844.86,F,90000.0,21.39
Fully Paid,11875.0,7.62,370.05,A,200000.0,16.9
Fully Paid,10000.0,7.89,312.86,A,45000.0,27.84
Fully Paid,28000.0,5.93,850.93,A,95000.0,24.69
Fully Paid,13500.0,14.33,463.57,C,75000.0,27.23
Fully Paid,11000.0,12.05,244.97,C,34646.16,17.77
Fully Paid,20000.0,17.57,503.21,D,48000.0,23.0
Fully Paid,5700.0,7.49,177.28,A,63000.0,14.53
Fully Paid,15000.0,11.99,498.15,B,40000.0,20.28
Fully Paid,18450.0,7.12,570.7,A,41000.0,18.35
Fully Paid,4850.0,12.29,161.77,C,26000.0,10.8
Fully Paid,12000.0,13.53,407.4,B,57500.0,14.94
Fully Paid,12000.0,14.09,410.66,B,45000.0,24.38
Fully Paid,8800.0,13.35,298.0,C,48000.0,17.38
Fully Paid,24000.0,13.11,809.93,B,100000.0,23.93
Fully Paid,4000.0,13.53,135.8,B,70000.0,13.05
Fully Paid,8000.0,14.47,275.26,C,100000.0,13.74
Fully Paid,35000.0,9.99,743.48,B,180000.0,13.0
Fully Paid,5500.0,8.6,173.88,A,28000.0,5.9
Fully Paid,8000.0,12.85,268.98,B,36000.0,11.03
Fully Paid,25000.0,19.2,651.27,D,85000.0,28.29
Fully Paid,28000.0,7.91,876.26,A,98550.0,13.72
Fully Paid,15000.0,13.99,512.6,C,75000.0,19.94
Fully Paid,25000.0,11.99,830.24,B,135000.0,22.89
Fully Paid,12000.0,12.35,400.59,B,54000.0,21.64
Fully Paid,35000.0,15.61,1223.77,D,125000.0,20.88
Fully Paid,22000.0,8.9,698.58,A,60000.0,16.88
Fully Paid,15000.0,12.12,499.08,B,39500.0,23.67
Fully Paid,3000.0,13.99,102.52,C,45000.0,22.76
Fully Paid,9000.0,13.11,303.73,B,52000.0,17.75
Fully Paid,14000.0,12.12,465.81,B,67000.0,15.65
Fully Paid,6525.0,16.55,231.18,D,29750.44,31.87
Fully Paid,35000.0,19.72,1295.74,D,135000.0,9.74
Fully Paid,12000.0,8.9,381.04,A,115000.0,8.59
Fully Paid,1000.0,12.69,33.55,C,14904.0,22.06
Fully Paid,8325.0,13.11,280.95,B,40000.0,28.23
Fully Paid,8400.0,11.55,277.2,B,95000.0,20.67
Fully Paid,6000.0,15.31,208.91,C,60000.0,6.22
Fully Paid,6000.0,14.65,206.97,C,20000.0,28.57
Fully Paid,23375.0,13.33,535.82,C,76010.0,29.2
Fully Paid,10000.0,10.99,327.34,B,52000.0,30.21
Fully Paid,9000.0,6.39,275.4,A,75000.0,12.9
Fully Paid,10000.0,14.65,344.95,C,65000.0,23.14
Fully Paid,32000.0,20.31,853.34,D,85000.0,20.2
Fully Paid,17600.0,18.99,645.06,E,80000.0,30.39
Fully Paid,6200.0,17.27,221.89,C,26000.0,28.44
Fully Paid,4500.0,6.62,138.17,A,94000.0,8.02
Fully Paid,5000.0,12.49,167.25,B,42500.0,19.85
Fully Paid,11200.0,10.75,365.35,B,68660.0,12.94
Fully Paid,16000.0,13.67,369.57,C,90000.0,19.75
Fully Paid,20000.0,12.49,668.98,B,92250.0,9.98
Fully Paid,40000.0,22.45,1115.02,E,92885.0,22.29
Fully Paid,9000.0,11.55,297.0,B,57000.0,5.39
Fully Paid,12000.0,14.99,285.42,C,65000.0,5.72
