loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Charged Off,9950.0,12.35,332.15,B,30000.0,18.8
Charged Off,35000.0,25.8,1043.78,G,79000.0,34.25
Charged Off,10000.0,18.25,362.78,D,40000.0,19.97
Charged Off,4800.0,15.61,167.84,D,23063.0,6.14
Charged Off,34025.0,23.43,967.61,F,72000.0,24.74
Charged Off,20000.0,10.99,654.68,B,118450.0,5.89
Charged Off,10425.0,27.88,323.84,G,29000.0,19.78
Charged Off,32000.0,16.99,795.12,D,160000.0,18.36
Charged Off,5650.0,13.98,193.05,C,22000.0,11.22
Charged Off,14000.0,13.98,478.36,C,36500.0,14.53
Charged Off,14400.0,16.59,510.47,D,108500.0,5.24
Charged Off,20000.0,21.99,552.27,F,55000.0,23.64
Charged Off,6500.0,10.99,212.78,B,33000.0,23.89
Charged Off,8000.0,12.99,269.52,B,53152.0,31.38
Charged Off,15550.0,15.61,374.94,D,50000.0,31.49
Charged Off,11000.0,11.53,362.9,B,40000.0,10.71
Charged Off,26000.0,14.65,613.78,C,70000.0,19.53
Charged Off,24625.0,20.99,666.06,E,65000.0,16.36
Charged Off,25000.0,13.65,850.2,C,70000.0,33.17
Charged Off,28000.0,18.24,714.68,D,93000.0,27.56
Charged Off,15000.0,16.2,366.37,C,58000.0,25.1
Charged Off,17000.0,14.47,584.91,C,116000.0,15.46
Charged Off,20000.0,16.99,712.96,D,80000.0,20.33
Charged Off,12000.0,7.62,373.94,A,52618.0,25.29
Charged Off,16800.0,7.26,520.74,A,110000.0,21.41
Charged Off,12500.0,17.99,451.85,D,111970.0,21.31
Charged Off,10000.0,18.85,365.81,D,52000.0,17.17
Charged Off,1200.0,10.74,39.14,B,27000.0,21.38
Charged Off,24000.0,21.49,655.92,E,60000.0,30.3
Charged Off,15000.0,17.57,539.06,D,30000.0,25.96
Charged Off,15000.0,15.22,358.59,C,45000.0,21.04
Charged Off,7375.0,24.5,291.29,F,45000.0,22.69
Charged Off,8000.0,13.98,273.35,C,34000.0,7.77
Charged Off,15000.0,13.44,508.6,C,50600.0,12.07
Charged Off,7000.0,12.99,235.83,C,46000.0,6.34
Charged Off,17425.0,14.49,599.71,C,65000.0,33.53
Charged Off,4000.0,17.77,144.15,D,58700.0,24.02
Charged Off,10000.0,8.39,315.17,B,45000.0,15.81
Charged Off,15000.0,15.61,524.48,D,54000.0,12.61
Charged Off,4000.0,15.61,139.86,D,26688.0,33.5
Charged Off,21750.0,18.99,797.16,E,68000.0,18.17
Charged Off,24125.0,17.57,866.99,D,55000.0,31.81
Charged Off,8000.0,13.11,269.98,B,100000.0,13.96
Charged Off,24000.0,23.13,678.37,F,60000.0,29.58
Charged Off,16800.0,21.99,641.52,E,217000.0,23.79
Charged Off,10000.0,13.53,339.5,B,48000.0,11.65
Charged Off,26400.0,10.49,567.31,B,85000.0,14.29
Charged Off,17625.0,19.2,459.15,D,95000.0,12.83
Charged Off,12000.0,15.61,419.58,C,90000.0,12.99
Charged Off,7500.0,15.61,262.24,D,30750.0,22.76
Charged Off,7100.0,16.55,251.55,D,52000.0,17.54
Charged Off,18000.0,18.54,462.39,E,92000.0,19.62
Charged Off,29175.0,13.68,674.03,C,65000.0,24.33
Charged Off,30000.0,14.65,708.2,C,102000.0,35.68
Charged Off,12000.0,14.3,411.89,C,43900.0,23.38
Charged Off,21150.0,17.57,532.14,D,46000.0,38.97
Charged Off,15000.0,18.25,382.95,E,57264.0,31.16
Charged Off,17000.0,20.99,459.82,E,75000.0,24.06
Charged Off,30000.0,15.8,1051.76,C,72000.0,11.53
Charged Off,20825.0,19.99,551.62,E,169000.0,6.6
Charged Off,9800.0,13.49,332.52,C,75000.0,7.45
Charged Off,20000.0,17.57,503.21,D,60000.0,38.42
Charged Off,35000.0,22.47,976.04,E,97000.0,20.26
Charged Off,6175.0,14.49,212.52,C,32000.0,28.06
Charged Off,12500.0,13.05,421.48,B,45000.0,8.77
Charged Off,35000.0,23.7,1000.8,F,96000.0,17.5
Charged Off,6000.0,15.61,209.79,C,40000.0,30.6
Charged Off,14675.0,18.84,379.39,E,54000.0,37.84
Charged Off,8000.0,7.89,250.29,A,20000.0,24.85
Charged Off,10000.0,12.99,336.9,B,32000.0,23.44
Charged Off,13700.0,13.35,314.18,C,45000.0,12.32
Charged Off,14975.0,17.14,373.3,D,30000.0,26.04
Charged Off,6000.0,12.69,201.27,C,70000.0,25.75
Charged Off,8075.0,17.57,290.2,D,18372.0,35.27
Charged Off,15000.0,15.99,527.29,D,48000.0,12.58
Charged Off,20000.0,19.52,524.56,D,50000.0,28.64
Charged Off,5000.0,9.8,160.87,B,75000.0,11.76
Charged Off,15000.0,10.64,323.45,B,48000.0,25.98
Charged Off,19750.0,17.86,712.63,D,55000.0,12.55
Charged Off,20500.0,17.99,520.46,D,41000.0,20.49
Charged Off,14325.0,13.98,333.17,C,108000.0,11.18
Charged Off,23100.0,16.99,573.98,D,55000.0,16.98
Charged Off,25000.0,14.64,590.04,C,85000.0,10.18
Charged Off,10000.0,7.9,312.91,A,62500.0,10.75
Charged Off,10475.0,24.99,307.4,F,41000.0,28.07
Charged Off,11850.0,14.99,281.85,C,49440.0,8.86
Charged Off,15000.0,12.39,501.02,C,50000.0,26.69
Charged Off,11575.0,22.9,325.65,E,35000.0,7.27
Charged Off,12000.0,22.99,338.22,F,60000.0,12.78
Charged Off,18000.0,15.27,626.36,C,61000.0,9.33
Charged Off,27650.0,16.99,985.67,D,72000.0,26.41
Charged Off,26400.0,13.68,898.2,C,450000.0,6.02
Charged Off,5575.0,13.98,190.49,C,14000.0,15.61
Charged Off,21075.0,12.49,474.04,B,70000.0,26.25
Charged Off,12300.0,12.12,409.25,B,35878.8,24.78
Charged Off,18825.0,18.54,685.68,E,75000.0,14.14
Charged Off,32200.0,18.25,1168.15,E,70000.0,9.27
Charged Off,25000.0,10.15,808.45,B,276000.0,13.58
Charged Off,19225.0,17.57,690.89,D,38480.0,16.84
Charged Off,10000.0,15.61,241.12,D,40000.0,19.56
Charged Off,6000.0,11.99,199.26,B,45000.0,12.99
Charged Off,6000.0,11.44,197.69,B,70000.0,14.42
Charged Off,6000.0,16.29,211.81,C,39000.0,17.57
Charged Off,24000.0,15.61,578.68,D,65292.0,16.62
Charged Off,10000.0,9.99,322.63,B,57000.0,19.85
Charged Off,13200.0,16.29,465.97,D,101500.0,4.88
Charged Off,35000.0,17.57,880.61,D,85000.0,35.8
Charged Off,16000.0,18.99,414.97,E,70000.0,21.81
Charged Off,20000.0,19.99,529.77,E,60000.0,18.52
Charged Off,5000.0,15.99,175.77,D,125000.0,10.44
Charged Off,21000.0,9.99,677.52,B,145000.0,16.34
Charged Off,7125.0,19.52,263.06,E,33280.0,20.27
Charged Off,14550.0,22.45,405.59,F,84000.0,24.3
Charged Off,7000.0,13.11,236.23,B,35000.0,18.89
Charged Off,6000.0,23.5,170.88,F,78580.0,17.16
Charged Off,8500.0,14.33,291.88,C,40000.0,24.21
Charged Off,12000.0,21.0,324.65,E,120000.0,3.54
Charged Off,9975.0,17.86,359.92,D,37000.0,35.81
Charged Off,2400.0,12.88,80.73,C,73300.0,22.02
Charged Off,9600.0,14.46,330.26,C,50000.0,18.03
Charged Off,20375.0,14.09,697.27,B,65000.0,17.15
Charged Off,7600.0,13.99,259.72,C,19000.0,7.9
Charged Off,10500.0,14.99,249.74,C,42500.0,17.17
Charged Off,21000.0,14.65,495.74,C,70000.0,25.48
Charged Off,15000.0,13.99,512.6,C,60000.0,20.06
Charged Off,10000.0,11.99,332.1,B,50000.0,15.79
Charged Off,32100.0,22.15,889.31,E,70000.0,29.74
Charged Off,20000.0,11.99,664.2,C,247000.0,12.49
Charged Off,22250.0,17.77,801.83,D,50000.0,27.19
Charged Off,5000.0,12.29,166.77,C,27030.0,24.29
Charged Off,1600.0,11.14,52.49,B,61000.0,22.78
Charged Off,17000.0,14.65,586.41,C,70000.0,21.7
Charged Off,21250.0,15.31,739.87,C,70000.0,23.01
Charged Off,7000.0,16.99,249.54,D,27000.0,16.31
Charged Off,5000.0,13.66,170.07,C,35000.0,5.42
Charged Off,11475.0,14.65,395.83,C,27372.0,12.41
Charged Off,35000.0,25.57,1039.03,F,97000.0,16.99
Charged Off,4200.0,12.99,141.5,C,55000.0,24.5
Charged Off,35000.0,18.25,893.54,D,172000.0,10.17
Charged Off,10000.0,13.33,229.23,C,67500.0,23.34
Charged Off,23000.0,9.99,742.04,B,77000.0,21.1
Charged Off,9600.0,12.05,319.09,C,45000.0,21.2
Charged Off,20000.0,6.49,612.89,A,79365.0,22.95
Charged Off,5900.0,12.99,198.77,C,41000.0,23.45
Charged Off,15000.0,9.17,312.62,B,100000.0,15.02
Charged Off,17250.0,15.8,604.76,C,44000.0,22.47
Charged Off,3000.0,14.31,102.99,C,47000.0,28.17
Charged Off,13250.0,24.5,385.04,F,35000.0,30.62
Charged Off,1000.0,16.49,35.4,D,18000.0,33.8
Charged Off,20000.0,13.35,677.26,C,65000.0,34.46
Charged Off,11875.0,20.99,447.34,E,97500.0,16.3
Charged Off,10000.0,14.99,346.61,C,42000.0,16.23
Charged Off,11200.0,17.99,404.86,D,71000.0,20.97
