loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Fully Paid,24000.0,8.59,758.63,A,98000.0,26.34
Fully Paid,2850.0,15.31,99.23,C,57000.0,11.41
Fully Paid,18000.0,14.98,428.03,C,83000.0,16.57
Fully Paid,5000.0,14.99,173.31,C,59000.0,16.72
Fully Paid,12000.0,9.71,385.58,B,96000.0,7.21
Charged Off,27200.0,23.99,782.34,F,72000.0,27.63
Fully Paid,10000.0,10.49,324.98,B,95000.0,8.38
Fully Paid,14400.0,15.31,344.93,C,47500.0,20.56
Fully Paid,12000.0,15.8,420.71,C,90480.0,18.46
Fully Paid,20000.0,10.49,649.96,B,164732.0,13.98
Fully Paid,20000.0,9.99,424.85,B,94000.0,13.85
Fully Paid,7500.0,14.99,259.96,C,20000.0,27.91
Fully Paid,35000.0,22.99,986.47,F,250000.0,14.62
Fully Paid,15000.0,16.29,529.51,C,72000.0,23.63
Charged Off,13000.0,11.67,429.74,B,58000.0,30.56
Fully Paid,17325.0,14.33,406.1,C,40000.0,24.0
Fully Paid,23050.0,6.03,701.54,A,150000.0,11.44
Fully Paid,9950.0,17.77,358.57,D,30000.0,12.0
Fully Paid,23225.0,20.75,625.06,E,52800.0,23.64
Charged Off,6600.0,9.17,210.41,B,24000.0,10.75
Fully Paid,19200.0,17.27,479.97,C,67000.0,11.02
Charged Off,15000.0,14.49,352.85,C,45000.0,29.65
Fully Paid,10000.0,9.67,321.13,B,100000.0,8.68
Fully Paid,28000.0,5.32,843.22,A,162000.0,15.01
Fully Paid,30000.0,18.75,1095.9,D,95000.0,10.17
Fully Paid,15000.0,16.78,533.15,C,40000.0,24.7
Charged Off,10500.0,14.99,249.74,C,84000.0,37.31
Fully Paid,20950.0,18.99,543.34,E,50000.0,29.09
Fully Paid,11500.0,13.11,388.1,B,35000.0,28.15
Fully Paid,1200.0,13.33,40.63,C,53000.0,28.51
Fully Paid,23625.0,12.59,532.6,C,65000.0,21.23
Charged Off,12000.0,14.16,280.22,C,43000.0,9.41
Fully Paid,4000.0,14.65,137.98,C,125000.0,10.59
Fully Paid,26875.0,10.78,877.06,B,56000.0,4.5
Fully Paid,28000.0,8.9,889.09,A,109152.0,14.06
Charged Off,7500.0,15.61,262.24,C,23559.24,18.49
Fully Paid,13075.0,20.8,352.26,E,51456.0,15.23
Fully Paid,10000.0,14.33,234.4,C,50000.0,22.25
Fully Paid,10000.0,16.29,353.01,C,36000.0,13.47
Fully Paid,23300.0,19.99,865.8,D,65000.0,12.8
Fully Paid,22000.0,15.61,769.23,D,86000.0,21.8
Fully Paid,14400.0,13.67,489.86,C,58000.0,31.06
Fully Paid,15000.0,16.29,529.51,C,72103.0,30.39
Fully Paid,24000.0,14.49,564.56,C,68000.0,16.91
Charged Off,16000.0,19.05,586.91,D,70000.0,28.63
Fully Paid,8500.0,7.62,264.88,A,40000.0,17.65
Fully Paid,27675.0,8.39,872.23,A,63000.0,21.7
Fully Paid,5000.0,16.99,178.24,D,86000.0,8.53
Fully Paid,22700.0,6.03,690.89,A,100000.0,9.06
Fully Paid,32000.0,12.99,727.94,C,82000.0,24.28
Charged Off,6000.0,14.33,206.03,C,76000.0,7.25
Fully Paid,27000.0,7.89,844.72,A,109000.0,17.48
Fully Paid,10000.0,13.98,341.68,C,50000.0,33.46
Fully Paid,10000.0,16.29,353.01,C,50000.0,12.29
Fully Paid,17000.0,13.11,573.7,B,73000.0,29.0
Fully Paid,20050.0,19.52,525.87,D,100000.0,12.19
Fully Paid,21000.0,14.3,491.91,C,100000.0,27.0
Fully Paid,8000.0,18.49,291.19,D,90000.0,18.73
Fully Paid,17125.0,10.99,560.57,B,81794.0,28.68
Fully Paid,6000.0,14.33,206.03,C,40815.0,7.47
Fully Paid,6875.0,13.99,234.94,C,78277.0,22.24
Charged Off,21000.0,13.98,488.42,C,65000.0,28.05
Fully Paid,6000.0,13.11,202.49,B,45000.0,18.96
Fully Paid,25000.0,5.32,752.87,A,100000.0,20.14
Charged Off,8975.0,16.29,316.83,C,30000.0,21.0
Fully Paid,24000.0,11.67,793.37,B,158875.0,6.49
Fully Paid,7200.0,19.52,265.83,D,26000.0,17.26
Fully Paid,10900.0,12.12,362.67,B,65000.0,28.4
Fully Paid,22000.0,15.31,765.99,C,130000.0,21.42
Fully Paid,20000.0,11.53,659.81,B,118000.0,13.58
Fully Paid,7800.0,16.49,276.12,D,62000.0,8.73
Fully Paid,3000.0,14.99,103.99,C,40000.0,23.52
Fully Paid,8500.0,6.68,261.22,A,55000.0,13.6
Charged Off,18000.0,10.64,586.24,B,68500.0,8.78
Fully Paid,9600.0,12.69,322.04,C,40000.0,18.6
Fully Paid,17000.0,17.57,427.73,D,60000.0,25.84
Charged Off,8000.0,12.99,269.52,C,59000.0,17.98
Charged Off,12000.0,14.16,411.07,C,70000.0,15.45
Fully Paid,22400.0,14.98,532.66,C,75000.0,22.23
Fully Paid,14000.0,11.14,459.28,B,55000.0,20.86
Fully Paid,16000.0,9.71,514.1,B,80000.0,10.71
Fully Paid,18000.0,20.99,678.06,E,103520.0,15.9
Fully Paid,13000.0,7.9,406.78,A,107256.0,7.77
Fully Paid,11500.0,13.11,388.1,B,33900.0,22.55
Charged Off,23000.0,17.57,578.69,D,70000.0,22.18
Fully Paid,27500.0,9.99,584.16,B,64568.0,11.91
Fully Paid,20000.0,7.89,404.48,A,72000.0,10.18
Fully Paid,22000.0,18.55,801.44,D,98600.0,14.29
Fully Paid,8000.0,11.99,265.68,B,76000.0,15.06
Fully Paid,35000.0,21.48,956.35,E,86000.0,13.79
Fully Paid,30000.0,22.95,844.86,F,85000.0,17.64
Fully Paid,7000.0,9.67,224.79,B,27000.0,12.13
Fully Paid,10000.0,14.09,342.22,B,63000.0,11.71
Fully Paid,21600.0,11.55,712.8,B,69000.0,11.26
Charged Off,11000.0,23.99,316.39,F,53000.0,11.25
Fully Paid,26200.0,12.99,596.0,C,100000.0,6.42
Fully Paid,11000.0,14.46,378.42,C,150000.0,4.08
Fully Paid,10050.0,12.12,334.39,B,30000.0,19.36
Fully Paid,12000.0,11.99,398.52,B,69500.0,6.32
Fully Paid,9725.0,15.61,340.04,C,55000.0,11.5
Fully Paid,20000.0,12.99,673.79,B,78000.0,8.49
Fully Paid,14000.0,12.39,467.62,C,60000.0,31.83
Fully Paid,15075.0,21.99,416.27,E,34320.0,33.04
Fully Paid,16000.0,7.12,494.92,A,75200.0,11.33
Fully Paid,3125.0,11.44,102.97,B,70000.0,2.64
Fully Paid,35000.0,11.99,778.38,C,135000.0,18.8
Charged Off,10000.0,17.86,253.18,D,40000.0,26.07
Fully Paid,30000.0,12.69,1006.35,C,69000.0,23.25
Fully Paid,12000.0,14.65,413.94,C,50000.0,8.09
Fully Paid,12000.0,18.24,306.3,D,36000.0,11.5
Fully Paid,7200.0,16.78,255.92,C,50000.0,31.15
Fully Paid,18150.0,8.9,576.33,A,89000.0,12.69
Fully Paid,4000.0,19.52,147.68,D,42000.0,15.94
Fully Paid,18000.0,7.62,560.91,A,90000.0,17.69
Charged Off,9000.0,16.55,318.87,D,34000.0,14.12
Fully Paid,25000.0,23.76,715.73,F,69500.0,13.45
Fully Paid,10000.0,12.12,332.72,B,37000.0,8.4
Fully Paid,18475.0,14.31,634.22,C,48000.0,34.83
Fully Paid,16000.0,15.31,383.25,C,40000.0,26.07
Fully Paid,22000.0,9.99,467.33,B,125000.0,28.67
Fully Paid,25000.0,11.14,820.13,B,100000.0,8.7
Fully Paid,7500.0,12.49,250.87,B,40560.0,19.6
Fully Paid,9600.0,12.49,321.11,B,85000.0,7.37
Fully Paid,1000.0,12.59,33.5,C,43500.0,22.57
Charged Off,17500.0,10.99,572.85,B,139000.0,8.62
Fully Paid,4200.0,12.69,140.89,C,65000.0,26.96
Fully Paid,4000.0,8.39,126.07,A,80000.0,20.57
Fully Paid,10850.0,12.69,363.97,C,53500.0,17.95
Fully Paid,24000.0,10.99,521.7,B,85000.0,10.26
Fully Paid,5000.0,9.71,160.66,B,45000.0,8.77
Charged Off,35000.0,12.69,790.82,C,109000.0,17.14
Charged Off,18825.0,16.29,664.53,C,50000.0,25.1
Fully Paid,18000.0,8.19,565.64,A,48000.0,8.43
Fully Paid,15000.0,12.99,505.34,C,90000.0,7.17
Fully Paid,1200.0,14.65,41.4,C,55000.0,13.77
Charged Off,15000.0,18.92,388.45,D,68000.0,15.51
Fully Paid,20000.0,13.67,461.96,C,60000.0,28.03
Charged Off,4025.0,20.49,150.6,E,28000.0,36.18
Fully Paid,10000.0,11.67,330.57,B,90000.0,21.12
Charged Off,19200.0,15.1,457.78,C,90000.0,11.21
Fully Paid,13000.0,13.11,438.72,B,36000.0,19.13
Fully Paid,17000.0,16.55,602.3,D,50000.0,17.45
Fully Paid,3500.0,12.69,117.41,C,48000.0,7.08
Fully Paid,16875.0,20.99,456.44,E,137000.0,23.2
Fully Paid,30225.0,24.5,878.31,F,68000.0,18.81
Fully Paid,8000.0,7.89,250.29,A,68000.0,10.85
Fully Paid,25000.0,8.9,793.84,A,140000.0,7.13
Fully Paid,8800.0,13.35,298.0,C,33000.0,34.4
Fully Paid,8000.0,12.69,268.36,C,29000.0,21.81
Fully Paid,15000.0,10.99,491.01,B,75640.39,8.3
Fully Paid,18000.0,17.57,452.89,D,45000.0,21.6
Fully Paid,10000.0,13.35,338.63,C,85000.0,19.38
Fully Paid,21000.0,8.9,666.82,A,135000.0,12.12
Fully Paid,24000.0,8.9,762.08,A,70000.0,14.78
Fully Paid,30000.0,17.57,754.81,D,65000.0,3.93
Fully Paid,7000.0,7.89,219.0,A,63000.0,23.39
Fully Paid,18000.0,11.14,392.63,B,90000.0,10.8
Charged Off,15000.0,18.25,544.17,D,60000.0,27.82
Fully Paid,6400.0,25.44,255.96,F,40000.0,29.91
Fully Paid,20000.0,16.78,710.87,C,200000.0,12.4
Fully Paid,16500.0,18.2,598.18,E,33000.0,12.97
Fully Paid,15000.0,14.33,515.08,C,61000.0,19.12
Charged Off,30000.0,17.86,759.52,D,75000.0,31.07
Fully Paid,35000.0,13.33,1184.86,C,80000.0,17.42
Fully Paid,10000.0,10.99,327.34,B,55000.0,17.85
Fully Paid,28850.0,13.99,671.14,C,160000.0,1.75
Fully Paid,9000.0,10.15,291.04,B,65000.0,14.6
Fully Paid,8425.0,6.03,256.42,A,68000.0,13.2
Charged Off,7400.0,18.54,269.54,E,18500.0,17.33
Fully Paid,11200.0,11.44,369.02,B,67000.0,14.35
Fully Paid,6000.0,12.29,200.12,C,76000.0,17.64
Fully Paid,25000.0,20.99,676.2,E,88224.0,4.76
Fully Paid,15000.0,6.03,456.54,A,42000.0,13.8
Charged Off,4500.0,21.0,169.54,E,35000.0,8.61
Fully Paid,20400.0,14.47,479.66,C,50000.0,22.59
Fully Paid,6100.0,11.99,202.58,B,32000.0,18.68
Fully Paid,10800.0,10.99,353.53,B,70000.0,4.81
Charged Off,7200.0,16.49,254.88,D,20000.0,25.75
Fully Paid,12000.0,13.35,406.36,C,70000.0,17.49
Charged Off,25000.0,21.67,685.8,E,85000.0,15.52
Charged Off,10000.0,13.33,338.54,C,102400.0,6.77
Fully Paid,21600.0,21.49,590.33,E,165000.0,20.58
Fully Paid,13000.0,13.35,440.22,C,60000.0,18.03
Fully Paid,5950.0,17.86,214.69,D,20000.0,16.27
Fully Paid,35000.0,10.99,760.82,B,150000.0,27.41
Fully Paid,24000.0,12.59,541.05,C,150000.0,8.42
Fully Paid,11500.0,13.11,388.1,B,33000.0,30.4
Fully Paid,22000.0,7.49,684.24,A,115000.0,10.08
Fully Paid,2400.0,21.0,90.43,E,40000.0,15.9
Fully Paid,21450.0,19.19,558.67,E,63584.0,13.25
Fully Paid,35000.0,8.18,1099.69,B,135000.0,8.55
Fully Paid,7200.0,12.69,241.53,C,35000.0,5.69
Fully Paid,19125.0,14.99,454.89,C,80000.0,17.37
Charged Off,2700.0,7.62,84.14,A,86000.0,18.57
Fully Paid,20000.0,7.62,623.23,A,61000.0,8.54
Fully Paid,20825.0,17.57,523.96,D,62500.0,30.49
Fully Paid,9600.0,15.61,335.67,D,72800.0,17.31
Charged Off,10000.0,12.49,334.49,B,34000.0,17.83
Charged Off,15000.0,18.49,545.99,D,80000.0,3.32
Fully Paid,10000.0,14.65,344.95,C,45000.0,8.35
Fully Paid,7750.0,11.14,254.24,B,37500.0,28.22
Fully Paid,32000.0,17.86,810.16,D,75000.0,22.82
Fully Paid,35000.0,10.99,1145.69,B,120000.0,9.85
Fully Paid,30000.0,19.99,794.65,E,76800.0,17.67
Fully Paid,21500.0,6.03,654.37,A,91000.0,22.44
Fully Paid,9350.0,12.69,313.65,C,89500.0,14.59
Fully Paid,7000.0,7.89,219.0,A,55000.0,17.56
Charged Off,5000.0,11.99,166.05,B,36000.0,17.9
Fully Paid,20000.0,13.35,677.26,C,46000.0,33.01
Fully Paid,35000.0,13.99,814.21,C,130000.0,22.46
Charged Off,20000.0,19.99,743.17,E,80000.0,24.01
Fully Paid,10050.0,15.31,349.92,C,30000.0,19.2
Fully Paid,15000.0,6.97,462.96,A,50000.0,22.35
Charged Off,16825.0,16.78,416.16,C,60402.0,17.16
Charged Off,8000.0,14.16,274.05,C,91000.0,22.61
Fully Paid,17000.0,9.17,541.95,B,60000.0,19.96
Charged Off,20000.0,11.55,660.0,B,105000.0,28.02
Fully Paid,12000.0,13.11,404.97,B,44000.0,34.36
Charged Off,14825.0,12.12,493.26,B,59000.0,30.37
Fully Paid,20000.0,13.67,680.36,C,84000.0,18.33
Fully Paid,10000.0,12.29,223.92,C,56000.0,19.61
Fully Paid,23675.0,16.78,585.59,C,65000.0,16.0
Fully Paid,16450.0,21.0,445.03,E,70000.0,10.54
Fully Paid,9600.0,12.99,323.42,C,140000.0,17.12
Fully Paid,15000.0,7.89,469.29,A,200000.0,3.17
Charged Off,4000.0,20.2,149.07,D,25000.0,27.41
Fully Paid,5000.0,13.98,170.84,C,39000.0,7.38
Charged Off,10000.0,10.15,323.38,B,114000.0,15.97
Fully Paid,11050.0,24.08,318.4,F,69000.0,17.98
Fully Paid,10000.0,10.99,327.34,B,105000.0,20.97
Fully Paid,28000.0,16.78,995.22,C,68600.0,13.08
Fully Paid,12000.0,10.99,392.81,B,57300.0,14.43
Fully Paid,8300.0,16.77,294.97,D,32184.0,10.7
Fully Paid,15000.0,21.0,565.13,E,72000.0,13.3
Fully Paid,33600.0,13.11,1133.9,B,120000.0,25.56
Fully Paid,9000.0,7.62,280.46,A,73140.0,15.26
Charged Off,7500.0,11.99,249.08,C,92000.0,25.92
Fully Paid,8000.0,11.22,262.75,B,48000.0,20.93
Fully Paid,23325.0,16.99,831.49,D,65000.0,9.19
Fully Paid,12500.0,6.68,384.14,A,101000.0,17.97
Fully Paid,15000.0,13.35,507.95,C,60000.0,24.28
Fully Paid,28000.0,7.62,872.52,A,160000.0,10.36
Fully Paid,6500.0,9.67,208.74,B,33000.0,20.56
Fully Paid,19000.0,12.99,432.22,C,75000.0,13.15
Fully Paid,7200.0,6.99,222.29,A,72500.0,31.93
Fully Paid,31825.0,18.55,1159.35,D,78000.0,15.51
Charged Off,14000.0,13.99,325.69,C,57500.0,13.04
Fully Paid,15000.0,11.53,330.12,B,49400.0,18.27
Charged Off,11150.0,14.47,262.17,C,36500.0,9.77
Fully Paid,11500.0,12.99,261.61,C,45000.0,19.76
Charged Off,15000.0,14.99,356.78,C,85000.0,7.41
Fully Paid,20000.0,10.99,654.68,B,70000.0,34.7
Charged Off,13000.0,9.49,416.37,B,45000.0,13.65
Charged Off,24375.0,23.99,701.08,F,55952.0,32.58
Fully Paid,17000.0,13.33,575.51,C,43000.0,11.81
Fully Paid,10000.0,12.12,332.72,B,39187.33,8.24
Fully Paid,17000.0,10.99,556.48,B,68000.0,16.78
Charged Off,10000.0,13.98,232.58,C,34000.0,29.4
Charged Off,21000.0,18.54,539.46,E,54500.0,22.02
Fully Paid,35000.0,18.75,1278.55,D,144216.0,11.57
Fully Paid,18000.0,10.99,589.22,B,125000.0,3.73
Fully Paid,12000.0,5.32,361.38,A,60000.0,18.86
Fully Paid,8500.0,11.55,280.5,B,25000.0,12.38
Charged Off,10000.0,16.49,354.0,D,64000.0,11.36
Charged Off,10000.0,12.12,332.72,B,35000.0,18.93
Fully Paid,28000.0,9.49,587.92,B,125000.0,28.08
Fully Paid,18500.0,10.15,394.44,B,53780.0,29.97
Fully Paid,8000.0,10.49,259.99,B,45000.0,4.08
Fully Paid,17050.0,15.31,593.64,C,35000.0,24.38
Fully Paid,8400.0,8.9,266.73,A,99600.0,10.93
Fully Paid,10000.0,8.39,315.17,A,50000.0,11.52
Fully Paid,27025.0,21.99,746.25,F,78000.0,35.08
Fully Paid,12000.0,6.49,367.74,A,86000.0,5.32
Fully Paid,5000.0,6.99,154.37,A,30000.0,8.27
Charged Off,21600.0,22.45,602.11,E,60000.0,21.4
Fully Paid,20000.0,11.99,664.2,C,70512.0,23.22
Charged Off,31500.0,18.92,815.75,D,90000.0,15.17
Fully Paid,18000.0,16.29,440.51,C,50000.0,16.94
Fully Paid,31900.0,18.54,1161.93,E,84000.0,10.56
Fully Paid,18825.0,18.99,488.23,E,150000.0,6.28
Charged Off,8500.0,12.85,285.79,B,130000.0,9.06
Fully Paid,13775.0,18.49,501.4,D,71000.0,30.25
Fully Paid,7200.0,9.71,231.35,B,50000.0,7.94
Charged Off,5500.0,14.98,190.61,C,146000.0,8.14
Fully Paid,6250.0,15.8,219.12,C,22000.0,20.24
Fully Paid,13600.0,8.67,430.4,B,70000.0,22.27
Fully Paid,14400.0,10.99,471.37,B,60000.0,21.36
Fully Paid,9950.0,12.35,332.15,B,28800.0,23.04
Fully Paid,24000.0,16.29,847.21,C,100000.0,17.22
Charged Off,24000.0,8.19,754.18,A,111000.0,17.6
Charged Off,2000.0,19.52,73.84,D,88000.0,10.8
Fully Paid,9750.0,13.67,331.68,B,93000.0,9.26
Charged Off,7800.0,10.99,255.33,B,75000.0,24.0
Fully Paid,10000.0,11.99,332.1,B,55000.0,33.49
Charged Off,10300.0,17.57,259.15,D,50000.0,19.4
Fully Paid,7875.0,13.66,267.86,C,169000.0,2.61
Fully Paid,5000.0,13.33,169.27,C,32000.0,23.48
Fully Paid,2000.0,14.49,68.84,C,90000.0,22.01
Fully Paid,23450.0,14.48,806.95,C,53300.0,14.85
Fully Paid,6000.0,13.67,204.11,B,44000.0,16.17
Fully Paid,2000.0,12.99,67.38,C,65000.0,15.82
Charged Off,8000.0,7.62,249.3,A,28900.0,28.82
Fully Paid,10000.0,9.49,320.29,B,25000.0,33.03
Fully Paid,19000.0,11.14,623.3,B,43000.0,26.34
Fully Paid,8875.0,18.24,321.93,D,81744.0,14.4
Fully Paid,5000.0,18.49,182.0,D,55000.0,10.69
Fully Paid,2500.0,13.98,85.42,C,39960.0,9.13
Fully Paid,35000.0,14.49,823.31,C,120000.0,16.49
Charged Off,11000.0,12.12,365.99,B,41832.0,25.07
Charged Off,18900.0,18.99,490.18,E,42000.0,16.34
Fully Paid,11600.0,22.15,321.37,E,69000.0,24.78
Fully Paid,7500.0,11.53,247.43,B,24000.0,23.1
Fully Paid,1000.0,13.98,34.17,C,44554.0,29.15
Fully Paid,4450.0,14.33,152.81,C,30000.0,25.32
Fully Paid,7000.0,6.24,213.72,A,175000.0,7.0
Fully Paid,13000.0,8.9,412.8,A,76000.0,11.98
Charged Off,21600.0,23.1,610.16,E,70000.0,14.67
Fully Paid,35000.0,13.33,1184.86,C,201000.0,17.58
Fully Paid,25000.0,7.89,782.15,A,105000.0,16.37
Fully Paid,18150.0,9.17,578.61,B,72000.0,30.58
Fully Paid,8225.0,16.29,290.35,C,25000.0,27.36
Fully Paid,6000.0,7.89,187.72,A,31046.4,5.3
Fully Paid,12625.0,18.25,322.32,D,55000.0,9.25
Charged Off,19200.0,13.99,446.66,C,67000.0,28.26
Fully Paid,8950.0,22.15,342.5,E,25000.0,7.15
Fully Paid,7500.0,6.92,231.31,A,87000.0,9.83
Fully Paid,24000.0,20.99,649.15,E,90000.0,13.01
Fully Paid,30000.0,17.77,758.06,D,145000.0,30.11
Fully Paid,6400.0,10.16,207.0,B,26000.0,14.03
Fully Paid,9600.0,7.9,300.39,A,75000.0,15.16
Fully Paid,16000.0,18.75,584.48,D,106000.0,10.27
Fully Paid,14000.0,11.99,464.94,B,41000.0,15.25
Fully Paid,9000.0,15.41,313.8,D,65000.0,25.63
Fully Paid,16000.0,15.8,560.94,C,115000.0,18.05
Fully Paid,3600.0,12.12,119.78,B,36000.0,16.33
Fully Paid,10900.0,17.76,392.76,D,52730.0,0.36
Fully Paid,18000.0,21.98,496.94,E,60279.0,16.84
Fully Paid,12000.0,9.17,382.55,B,60000.0,23.32
Fully Paid,11475.0,17.57,412.38,D,50000.0,15.55
Fully Paid,17050.0,21.49,465.98,E,42000.0,29.43
Fully Paid,2000.0,14.09,68.45,B,42160.0,28.46
Fully Paid,6000.0,7.99,188.0,A,66000.0,19.88
Fully Paid,5000.0,10.64,162.85,B,31000.0,13.9
Fully Paid,1200.0,13.53,40.74,B,40000.0,14.66
Fully Paid,8875.0,18.75,324.21,D,44000.0,6.85
Fully Paid,12850.0,11.44,423.38,B,95000.0,22.54
Fully Paid,15000.0,12.12,499.08,B,41300.0,28.47
Fully Paid,15900.0,6.03,483.93,A,184000.0,8.81
Fully Paid,13000.0,8.18,408.46,B,35800.0,10.12
Charged Off,8000.0,19.22,294.14,D,72000.0,21.87
Fully Paid,10000.0,8.9,317.54,A,75000.0,11.47
Fully Paid,12000.0,15.61,289.34,D,99000.0,7.59
Fully Paid,16500.0,16.59,406.44,D,40000.0,9.12
Fully Paid,20000.0,14.65,472.14,C,80000.0,15.8
Charged Off,24000.0,8.9,497.04,A,120000.0,19.06
Fully Paid,10000.0,11.99,332.1,B,48000.0,28.58
Fully Paid,8000.0,7.9,250.33,A,49000.0,15.45
Fully Paid,8725.0,22.7,336.38,E,64000.0,27.36
Fully Paid,7675.0,7.51,238.78,A,26400.0,26.05
Charged Off,25000.0,13.99,581.58,C,73500.0,23.82
Fully Paid,20000.0,8.9,635.07,A,60000.0,12.66
Fully Paid,25000.0,7.12,773.3,A,96000.0,8.62
Fully Paid,8150.0,15.81,285.77,C,60000.0,1.0
Fully Paid,7000.0,7.89,219.0,A,58000.0,30.66
Fully Paid,10000.0,9.49,320.29,B,97000.0,13.76
Fully Paid,16000.0,11.99,531.36,B,100000.0,8.06
Fully Paid,9600.0,15.59,335.57,D,96000.0,11.2
Fully Paid,10000.0,11.53,329.91,B,40000.0,15.33
Fully Paid,12000.0,12.35,400.59,B,97000.0,17.9
Fully Paid,8000.0,16.55,283.44,D,35520.0,39.53
Fully Paid,4425.0,7.62,137.89,A,75000.0,11.84
Fully Paid,13200.0,14.09,451.73,B,64000.0,22.71
Fully Paid,9600.0,12.49,321.11,B,75000.0,15.94
Fully Paid,16000.0,10.99,523.75,B,54000.0,21.49
Fully Paid,12000.0,16.29,423.61,C,58000.0,4.27
Fully Paid,6000.0,12.35,200.3,B,22700.0,13.37
Fully Paid,28000.0,7.9,876.13,A,75000.0,25.47
Fully Paid,18000.0,6.03,547.84,A,75000.0,14.53
Charged Off,26000.0,15.61,626.9,D,100000.0,23.18
Fully Paid,24000.0,16.29,587.34,C,65000.0,17.93
Fully Paid,18000.0,18.24,459.44,D,43000.0,36.48
Fully Paid,12000.0,12.99,404.27,C,104140.0,19.34
Fully Paid,10000.0,6.49,306.45,A,100000.0,22.85
Fully Paid,13500.0,18.84,349.01,E,53000.0,19.72
Charged Off,10000.0,16.29,353.01,D,60000.0,11.31
Fully Paid,6000.0,8.9,190.52,A,52000.0,17.63
Fully Paid,8400.0,11.14,275.57,B,52000.0,26.22
Fully Paid,5000.0,6.62,153.52,A,52000.0,25.5
Fully Paid,18000.0,17.57,452.89,D,88000.0,18.67
Fully Paid,3300.0,14.33,113.32,C,27000.0,20.62
Fully Paid,35000.0,16.99,869.66,D,240000.0,13.55
Fully Paid,14400.0,13.66,332.53,C,43000.0,13.12
Fully Paid,16000.0,18.49,582.38,D,93360.0,22.38
Fully Paid,20000.0,21.49,546.6,E,66385.56,27.38
Fully Paid,6000.0,8.38,189.08,B,28000.0,21.26
Fully Paid,15000.0,7.62,467.43,A,85000.0,12.49
Fully Paid,22750.0,21.7,865.31,E,52000.0,30.58
Fully Paid,7000.0,11.55,231.0,B,150000.0,32.24
Fully Paid,1500.0,7.9,46.94,A,30000.0,21.88
Charged Off,20000.0,19.99,529.77,E,90000.0,23.44
Fully Paid,10000.0,9.17,318.79,B,51000.0,26.26
Fully Paid,14400.0,8.9,457.25,A,48000.0,11.07
Charged Off,15000.0,13.99,512.6,C,80000.0,14.42
Fully Paid,6600.0,12.99,222.35,C,53000.0,17.12
Charged Off,6800.0,17.14,242.92,D,24000.0,18.65
Charged Off,3600.0,6.62,110.54,A,24996.0,8.55
Fully Paid,6050.0,20.99,227.91,E,31000.0,8.01
Fully Paid,8325.0,14.3,285.75,C,49500.0,15.42
Fully Paid,10000.0,9.99,322.63,B,80000.0,16.13
Fully Paid,5000.0,17.14,178.62,D,30000.0,12.8
