loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Fully Paid,25000.0,16.99,621.18,D,87000.0,18.57
Fully Paid,20000.0,15.61,482.23,D,60000.0,32.38
Fully Paid,30000.0,16.2,1057.68,C,75000.0,23.25
Fully Paid,9000.0,12.69,301.91,C,85000.0,16.9
Fully Paid,15000.0,9.67,481.69,B,58164.0,18.05
Fully Paid,8875.0,18.24,321.93,D,50000.0,4.06
Fully Paid,25000.0,14.64,590.04,C,210000.0,9.58
Fully Paid,17600.0,13.11,593.95,B,50000.0,25.01
Fully Paid,15250.0,16.29,538.34,C,44000.0,24.3
Fully Paid,28000.0,8.19,879.88,A,100000.0,19.92
Fully Paid,24000.0,13.33,550.14,C,70500.0,20.83
Fully Paid,11000.0,12.99,370.59,B,90000.0,9.69
Fully Paid,24000.0,13.98,820.04,C,80000.0,23.13
Fully Paid,10000.0,12.49,334.49,B,65000.0,11.54
Fully Paid,15000.0,6.62,460.56,A,73000.0,10.03
Fully Paid,12000.0,15.31,417.81,C,100000.0,20.93
Fully Paid,24000.0,10.75,518.84,B,73000.0,10.6
Fully Paid,23000.0,16.99,571.49,D,125000.0,9.4
Fully Paid,10000.0,13.05,337.19,B,52000.0,20.56
Fully Paid,15000.0,11.49,494.57,B,88000.0,15.52
Fully Paid,9000.0,14.64,310.41,C,61000.0,16.07
Fully Paid,12500.0,12.85,420.28,B,42000.0,14.83
Fully Paid,8000.0,13.05,269.75,B,35000.0,22.32
Fully Paid,26000.0,19.19,955.56,E,65000.0,37.74
Fully Paid,10000.0,12.49,334.49,B,40000.0,7.5
Fully Paid,20000.0,12.59,450.88,C,85000.0,21.08
Fully Paid,10000.0,9.67,321.13,B,65000.0,5.42
Fully Paid,8400.0,15.77,294.37,D,41000.0,12.59
Fully Paid,15000.0,6.39,458.99,A,110000.0,11.79
Fully Paid,9975.0,11.44,328.66,B,30000.0,24.59
Fully Paid,12000.0,15.31,287.44,C,59000.0,16.25
Fully Paid,20000.0,17.1,498.13,C,62000.0,21.81
Fully Paid,6000.0,10.99,196.41,B,70000.0,15.09
Fully Paid,12000.0,11.99,266.88,C,120000.0,6.32
Fully Paid,16000.0,16.2,390.8,C,43000.0,12.98
Fully Paid,12000.0,11.14,393.67,B,81000.0,9.44
Fully Paid,12000.0,7.26,371.96,A,144000.0,3.18
Fully Paid,7200.0,9.17,229.53,B,38000.0,12.01
Fully Paid,13000.0,11.47,428.51,B,103000.0,9.41
Fully Paid,18200.0,15.99,639.77,C,50592.0,11.98
Fully Paid,5000.0,12.99,168.45,B,30000.0,21.8
Fully Paid,21275.0,14.65,733.87,C,81932.0,28.23
Fully Paid,5000.0,9.49,160.15,B,180000.0,4.01
Fully Paid,20000.0,11.53,659.81,B,105000.0,27.31
Fully Paid,24375.0,18.55,626.29,D,88500.0,15.76
Fully Paid,13000.0,6.49,398.38,A,67000.0,14.65
Fully Paid,15000.0,6.99,463.09,A,69758.8,25.24
Fully Paid,9000.0,13.11,303.73,B,53000.0,18.48
Fully Paid,24000.0,14.49,564.56,C,98500.0,25.69
Fully Paid,10000.0,17.27,357.88,D,35000.0,21.84
Fully Paid,35000.0,14.49,1204.57,C,230000.0,7.18
Fully Paid,15000.0,7.69,467.91,A,105000.0,19.84
Fully Paid,25000.0,11.99,830.24,B,112000.0,11.14
Fully Paid,24000.0,11.53,791.77,B,280000.0,0.42
Fully Paid,14000.0,13.11,472.46,B,60000.0,13.91
Fully Paid,8000.0,6.49,245.16,A,106368.0,1.74
Fully Paid,9125.0,18.25,331.04,E,57000.0,6.57
Fully Paid,20000.0,14.09,684.43,B,70000.0,23.52
Fully Paid,25000.0,8.19,785.61,A,61000.0,17.69
Fully Paid,10000.0,13.98,341.68,C,88000.0,27.6
Fully Paid,25975.0,14.33,891.94,C,65000.0,20.69
Fully Paid,20000.0,6.03,608.72,A,170000.0,24.03
Fully Paid,7200.0,21.49,273.08,E,34000.0,5.19
Fully Paid,4000.0,6.62,122.82,A,62000.0,21.19
Fully Paid,10000.0,7.62,311.62,A,54288.0,13.0
Fully Paid,12000.0,6.62,368.45,A,84000.0,22.66
Fully Paid,12000.0,10.16,388.11,B,65000.0,20.28
Fully Paid,25000.0,19.72,658.46,D,79980.0,17.73
Fully Paid,24375.0,15.8,590.17,C,56500.0,30.61
Fully Paid,4500.0,10.99,147.31,B,53000.0,29.44
Fully Paid,9000.0,8.39,283.65,A,50000.0,17.11
Fully Paid,6250.0,21.0,235.47,E,50000.0,16.03
Fully Paid,6000.0,12.12,199.63,B,28800.0,20.58
Fully Paid,20000.0,11.48,659.33,B,65000.0,7.02
Fully Paid,12000.0,8.39,378.2,A,51000.0,25.95
Fully Paid,14975.0,22.99,422.07,F,41600.0,26.54
Fully Paid,14000.0,12.12,465.81,B,500000.0,9.27
Fully Paid,18000.0,14.09,615.99,B,56000.0,18.04
Fully Paid,30000.0,12.12,669.16,B,100000.0,15.23
Fully Paid,24000.0,11.14,523.5,B,98535.0,11.02
Fully Paid,10000.0,9.17,318.79,B,45000.0,16.85
Fully Paid,7000.0,12.69,234.82,C,66000.0,6.04
Fully Paid,25000.0,16.29,882.51,D,58000.0,26.46
Fully Paid,1000.0,18.25,36.28,D,38000.0,6.0
Fully Paid,18050.0,13.35,611.23,C,48000.0,24.7
Fully Paid,3000.0,7.12,92.8,A,45000.0,7.81
Fully Paid,16000.0,14.65,377.71,C,55000.0,18.5
Fully Paid,12000.0,12.49,401.39,B,112000.0,17.37
Fully Paid,10000.0,11.99,332.1,C,66000.0,26.15
Fully Paid,24000.0,9.49,768.68,B,130000.0,14.43
Fully Paid,11000.0,13.66,374.15,C,80000.0,12.01
Fully Paid,7000.0,8.67,221.53,B,50000.0,34.69
Fully Paid,7925.0,13.66,269.56,C,50000.0,8.64
Fully Paid,2000.0,9.67,64.23,B,70000.0,3.87
Fully Paid,10000.0,8.99,207.54,B,384000.0,3.69
Fully Paid,8325.0,13.68,283.24,C,35677.0,7.67
Fully Paid,8000.0,12.29,266.83,C,108000.0,1.7
Fully Paid,33600.0,8.18,1055.7,B,124000.0,11.59
Fully Paid,32350.0,23.83,927.46,F,72000.0,24.78
Fully Paid,5500.0,14.16,188.41,C,36000.0,30.7
Fully Paid,15000.0,16.29,529.51,C,39000.0,29.26
Fully Paid,8375.0,6.03,254.9,A,40000.0,4.74
Fully Paid,11250.0,17.86,405.93,D,40000.0,12.51
Fully Paid,8000.0,12.49,267.6,B,98400.0,29.15
Fully Paid,11700.0,14.98,405.47,C,32000.0,9.87
Fully Paid,14500.0,15.31,504.86,C,60000.0,14.5
Fully Paid,16000.0,6.24,488.5,A,92000.0,14.32
Fully Paid,8800.0,10.99,288.06,B,60000.0,1.98
Fully Paid,26500.0,21.0,716.92,E,60000.0,9.6
Fully Paid,12000.0,12.99,404.27,C,30000.0,22.76
Fully Paid,25000.0,11.44,823.69,B,125000.0,21.28
Fully Paid,1000.0,9.99,32.27,B,50000.0,16.09
Fully Paid,6400.0,10.16,207.0,B,46000.0,5.71
Fully Paid,15625.0,13.33,358.17,C,48000.0,24.1
Fully Paid,6000.0,10.99,196.41,B,55000.0,15.86
Fully Paid,35000.0,12.39,1169.04,C,129000.0,6.69
Fully Paid,15000.0,9.71,481.97,B,45000.0,14.29
Fully Paid,29125.0,16.78,720.4,C,65000.0,25.81
Fully Paid,25000.0,7.89,782.15,A,107500.0,15.61
Fully Paid,1500.0,19.72,55.54,D,75000.0,10.91
Fully Paid,15000.0,14.99,519.91,C,86000.0,17.16
Fully Paid,19000.0,10.99,621.95,B,68000.0,14.56
Fully Paid,11350.0,12.49,379.65,B,96000.0,14.27
Fully Paid,15000.0,13.98,348.87,C,65000.0,13.57
Fully Paid,13000.0,15.31,452.63,C,70000.0,13.99
Fully Paid,10000.0,13.98,341.68,C,42279.0,20.89
Fully Paid,10000.0,8.18,314.2,B,55000.0,16.91
Fully Paid,20000.0,8.9,635.07,A,75000.0,11.71
Fully Paid,6000.0,13.33,203.12,C,48500.0,29.4
Fully Paid,14000.0,9.25,446.83,A,100000.0,17.04
Fully Paid,12000.0,15.31,417.81,C,61200.0,6.14
Fully Paid,6000.0,15.31,208.91,C,55800.0,13.27
Fully Paid,15575.0,19.99,578.75,D,42000.0,30.86
Fully Paid,13000.0,13.11,438.72,B,80000.0,25.98
Fully Paid,10000.0,9.8,321.74,B,88000.0,14.28
Fully Paid,6000.0,12.99,202.14,B,32000.0,17.93
Fully Paid,20475.0,23.99,588.91,F,52308.0,28.68
Fully Paid,12000.0,8.39,245.57,B,45000.0,10.03
Fully Paid,22400.0,11.53,738.99,B,110700.0,39.22
Fully Paid,25500.0,20.99,689.72,E,58000.0,31.0
Fully Paid,18000.0,10.99,589.22,B,42000.0,14.77
Fully Paid,35000.0,11.99,1162.34,B,120000.0,15.81
Fully Paid,2150.0,11.14,70.54,B,50000.0,6.74
Fully Paid,10000.0,14.33,343.39,C,60000.0,25.34
Fully Paid,30750.0,21.7,844.05,E,90000.0,19.51
Fully Paid,8000.0,6.92,246.73,A,60000.0,9.28
Fully Paid,4000.0,8.9,127.02,A,32000.0,10.24
Fully Paid,16000.0,12.12,532.35,B,94800.0,7.78
Fully Paid,5000.0,12.35,166.91,B,74000.0,20.04
Fully Paid,20000.0,6.03,608.72,A,120000.0,17.66
Fully Paid,12000.0,18.75,438.36,D,36000.0,17.83
Fully Paid,3000.0,8.18,94.26,B,91000.0,22.22
Fully Paid,6000.0,12.69,201.27,C,50000.0,10.23
Fully Paid,3500.0,6.89,107.9,A,36000.0,12.27
Fully Paid,13600.0,7.9,425.55,A,115000.0,28.1
Fully Paid,7000.0,10.64,227.98,B,145000.0,17.4
Fully Paid,15000.0,18.24,382.87,D,77000.0,19.27
Fully Paid,15000.0,9.67,481.69,B,150000.0,7.81
Fully Paid,1000.0,16.29,35.31,D,68000.0,28.93
Fully Paid,32000.0,14.46,752.24,C,165000.0,13.0
Fully Paid,33550.0,14.31,1151.72,C,70000.0,18.67
Fully Paid,15000.0,17.57,539.06,D,108000.0,34.0
Fully Paid,5000.0,6.99,154.37,A,310000.0,13.57
Fully Paid,10500.0,19.22,273.65,D,36500.0,15.49
Fully Paid,7200.0,18.49,262.08,D,28616.0,32.33
Fully Paid,35000.0,13.67,1190.62,B,85000.0,11.89
Fully Paid,21000.0,12.12,468.41,B,91000.0,17.05
Fully Paid,28000.0,11.67,618.19,B,78000.0,27.09
Fully Paid,1500.0,17.1,53.56,C,85000.0,9.36
Fully Paid,16000.0,15.31,557.08,C,65000.0,15.84
Fully Paid,18000.0,12.49,602.08,B,169000.0,10.22
Fully Paid,18250.0,15.61,638.11,C,42000.0,27.8
Fully Paid,7200.0,14.3,247.13,C,56000.0,13.44
Fully Paid,9675.0,17.57,347.7,D,51834.0,11.48
Fully Paid,14400.0,12.69,483.05,C,60000.0,14.98
Fully Paid,9600.0,7.9,300.39,A,78000.0,4.69
Fully Paid,10000.0,6.62,307.04,A,40000.0,11.52
Fully Paid,3000.0,16.29,105.91,D,30000.0,25.48
Fully Paid,18000.0,14.99,623.89,C,44000.0,24.58
Fully Paid,13000.0,10.99,425.55,B,80000.0,8.06
Fully Paid,3600.0,11.44,118.62,B,81000.0,18.44
Fully Paid,25000.0,6.03,760.89,A,88000.0,12.57
Fully Paid,7200.0,12.99,242.57,C,94000.0,21.84
Fully Paid,4000.0,6.62,122.82,A,120000.0,2.28
Fully Paid,5000.0,15.61,174.83,C,45000.0,30.05
Fully Paid,6600.0,20.99,248.63,E,48000.0,21.08
Fully Paid,16000.0,7.39,496.9,A,122000.0,12.45
Fully Paid,8000.0,13.11,269.98,B,42000.0,21.67
Fully Paid,27000.0,14.65,637.38,C,98000.0,23.7
Fully Paid,16500.0,14.09,564.66,B,89000.0,22.19
Fully Paid,27000.0,15.61,944.05,D,110000.0,24.48
Fully Paid,5500.0,12.35,183.6,B,20000.0,18.6
Fully Paid,20000.0,6.03,608.72,A,250000.0,2.57
Fully Paid,19800.0,6.03,602.63,A,160000.0,10.34
Fully Paid,19200.0,12.12,638.82,B,65000.0,12.28
Fully Paid,12000.0,14.65,413.94,C,135000.0,8.01
Fully Paid,12000.0,12.12,399.26,B,75000.0,17.71
Fully Paid,35000.0,9.99,1129.19,B,161000.0,19.6
Fully Paid,3500.0,12.99,117.92,C,93600.0,2.26
Fully Paid,10000.0,17.27,357.88,C,95000.0,12.32
Fully Paid,11200.0,8.9,355.64,A,41496.0,15.04
Fully Paid,15000.0,8.19,471.37,A,65000.0,26.94
Fully Paid,8000.0,17.27,286.3,C,50000.0,11.04
Fully Paid,11000.0,14.99,261.64,C,34000.0,24.64
Fully Paid,15000.0,14.33,515.08,C,75000.0,30.98
Fully Paid,5000.0,14.99,173.31,C,140000.0,12.76
Fully Paid,10700.0,13.98,248.86,C,60000.0,15.79
Fully Paid,24000.0,14.16,560.44,C,69000.0,17.17
Fully Paid,20000.0,18.85,731.61,D,48792.0,13.28
Fully Paid,12000.0,12.29,400.24,C,140000.0,2.55
Fully Paid,3725.0,14.49,128.2,C,50000.0,14.09
Fully Paid,14000.0,16.29,494.21,D,70000.0,11.16
Fully Paid,25000.0,11.67,551.96,B,60000.0,25.82
Fully Paid,16000.0,12.29,358.27,C,90000.0,14.15
Fully Paid,16000.0,9.99,516.2,B,50000.0,15.07
Fully Paid,7000.0,12.99,235.83,C,153000.0,8.12
Fully Paid,11200.0,9.17,357.05,B,71000.0,15.23
Fully Paid,4000.0,17.27,143.15,C,75000.0,8.51
Fully Paid,14125.0,25.83,421.49,G,80000.0,6.97
Fully Paid,30000.0,15.59,723.03,C,90500.0,12.66
Fully Paid,15000.0,8.19,471.37,A,86000.0,5.36
Fully Paid,3600.0,17.86,129.9,D,35000.0,37.35
Fully Paid,32000.0,12.29,716.53,C,190000.0,9.52
Fully Paid,6000.0,6.03,182.62,A,116000.0,7.68
Fully Paid,12000.0,9.49,384.34,B,134000.0,18.84
Fully Paid,5000.0,14.65,172.48,C,40000.0,5.43
Fully Paid,24000.0,7.62,747.88,A,180000.0,5.81
Fully Paid,35000.0,20.49,936.86,E,95000.0,22.56
Fully Paid,18000.0,10.64,586.24,B,104000.0,18.28
Fully Paid,10450.0,8.18,328.34,B,37000.0,30.68
Fully Paid,20000.0,13.35,677.26,C,130000.0,16.78
Fully Paid,8400.0,11.99,278.97,B,47000.0,34.3
Fully Paid,15000.0,10.64,488.53,B,98000.0,15.87
Fully Paid,4025.0,20.99,151.63,E,28000.0,15.99
Fully Paid,20000.0,18.25,725.56,D,99999.0,16.82
Fully Paid,18225.0,15.31,436.55,C,42000.0,25.06
Fully Paid,12000.0,7.62,373.94,A,120000.0,20.35
Fully Paid,7000.0,17.27,250.52,D,65000.0,16.18
Fully Paid,20000.0,12.49,668.98,B,65000.0,26.38
Fully Paid,21000.0,7.9,657.1,A,125000.0,10.89
Fully Paid,22000.0,5.32,662.53,A,105000.0,4.91
Fully Paid,25850.0,24.99,758.59,F,85000.0,7.96
Fully Paid,24000.0,10.64,781.65,B,145000.0,20.49
Fully Paid,10000.0,7.91,312.95,A,105000.0,10.42
Fully Paid,9800.0,15.61,342.66,D,33000.0,26.8
Fully Paid,16125.0,19.99,599.19,E,103000.0,18.59
Fully Paid,6250.0,10.16,202.14,B,65000.0,1.4
Fully Paid,7000.0,17.77,252.26,D,27000.0,34.27
Fully Paid,1500.0,10.65,48.86,B,42000.0,23.03
Fully Paid,5000.0,15.61,174.83,C,215000.0,12.07
Fully Paid,21000.0,13.11,479.0,B,112000.0,15.14
Fully Paid,9325.0,15.59,325.96,D,40000.0,19.35
Fully Paid,9800.0,10.99,320.8,B,40755.0,13.75
Fully Paid,20000.0,11.99,664.2,B,175000.0,11.07
Fully Paid,13500.0,11.53,445.37,B,56000.0,13.48
Fully Paid,12000.0,14.65,413.94,C,58000.0,27.0
Fully Paid,26000.0,9.99,552.3,B,94000.0,11.49
Fully Paid,8625.0,28.14,357.42,G,27000.0,33.87
Fully Paid,20000.0,9.17,637.58,B,55000.0,30.81
Fully Paid,10000.0,14.47,344.07,C,29000.0,13.91
Fully Paid,21000.0,14.3,720.8,C,101000.0,11.38
Fully Paid,20000.0,18.75,730.6,D,85000.0,13.6
Fully Paid,15000.0,8.9,476.3,A,95000.0,22.97
Fully Paid,8500.0,10.99,278.24,B,78500.0,15.33
Fully Paid,27000.0,8.19,549.93,A,90000.0,14.51
Fully Paid,7000.0,14.46,240.82,C,100000.0,19.88
Fully Paid,3050.0,19.52,112.61,D,73400.0,26.06
Fully Paid,35000.0,16.99,1247.68,D,110000.0,27.18
Fully Paid,24000.0,13.33,550.14,C,60000.0,12.38
Fully Paid,35000.0,19.2,1286.51,D,95600.0,19.66
Fully Paid,12000.0,12.39,400.82,C,28600.0,7.81
Fully Paid,10275.0,11.99,341.23,B,38000.0,16.71
Fully Paid,10000.0,10.99,327.34,B,48000.0,18.67
Fully Paid,20000.0,9.99,645.25,B,51000.0,17.64
Fully Paid,12300.0,19.05,451.19,D,35880.0,10.8
Fully Paid,24000.0,13.67,554.35,C,83000.0,31.25
Fully Paid,12000.0,13.98,279.1,C,45000.0,11.41
Fully Paid,6000.0,13.65,204.05,C,49500.0,12.15
Fully Paid,35000.0,14.31,820.03,C,200000.0,25.31
Fully Paid,12000.0,9.16,382.5,B,67000.0,19.61
Fully Paid,25000.0,16.29,882.51,C,300000.0,5.0
Fully Paid,12000.0,6.03,365.23,A,62000.0,8.25
Fully Paid,10000.0,12.99,336.9,B,44000.0,10.09
Fully Paid,23125.0,20.99,625.48,E,58000.0,21.73
Fully Paid,6000.0,8.9,190.52,A,35000.0,18.07
Fully Paid,12000.0,12.12,399.26,B,46500.0,27.06
Fully Paid,1600.0,12.99,53.91,C,56000.0,29.28
Fully Paid,8000.0,12.69,268.36,C,89000.0,32.42
Fully Paid,10200.0,10.99,333.89,B,56375.0,18.31
Fully Paid,12000.0,9.17,382.55,B,190000.0,15.4
Fully Paid,35000.0,13.98,1195.88,C,87000.0,22.33
Fully Paid,24000.0,10.64,781.65,B,210000.0,10.39
Fully Paid,3600.0,18.49,131.04,D,50000.0,25.27
Fully Paid,24575.0,8.9,508.95,A,73500.0,4.7
Fully Paid,11200.0,19.19,291.71,E,117000.0,17.44
Fully Paid,7000.0,9.99,225.84,B,80000.0,6.66
Fully Paid,14700.0,6.49,450.48,A,71604.0,15.08
Fully Paid,15000.0,18.25,382.95,E,165000.0,26.48
Fully Paid,5375.0,14.33,184.57,C,20680.0,10.1
Fully Paid,8950.0,12.49,299.37,B,20000.0,19.45
Fully Paid,8400.0,21.0,316.48,E,25000.0,23.33
Fully Paid,12000.0,15.31,287.44,C,75000.0,24.74
Fully Paid,10000.0,19.52,369.2,D,100000.0,29.23
Fully Paid,5725.0,14.99,198.44,C,85000.0,12.17
Fully Paid,17000.0,5.32,511.96,A,66000.0,15.22
Fully Paid,2400.0,11.53,79.18,B,19789.0,17.01
Fully Paid,8000.0,18.75,292.24,D,72000.0,27.82
Fully Paid,10000.0,17.57,251.61,D,75000.0,27.92
Fully Paid,3000.0,15.59,104.87,C,86000.0,8.22
Fully Paid,12250.0,15.8,429.47,C,35000.0,8.35
Fully Paid,28000.0,6.24,854.87,A,200000.0,11.42
Fully Paid,10200.0,8.99,324.31,B,101500.0,21.85
Fully Paid,16150.0,21.18,438.55,E,45000.0,28.68
Fully Paid,15000.0,7.91,469.43,A,39000.0,19.05
Fully Paid,8000.0,20.2,298.13,D,40000.0,22.05
Fully Paid,17625.0,11.55,581.63,B,60000.0,12.54
Fully Paid,20000.0,10.15,646.76,B,63000.0,20.4
Fully Paid,17050.0,11.71,376.78,B,38000.0,28.07
Fully Paid,15000.0,9.16,478.12,B,76000.0,16.45
Fully Paid,4500.0,14.33,154.53,C,60000.0,20.52
Fully Paid,14950.0,17.57,537.26,D,96000.0,2.11
Fully Paid,10000.0,11.99,222.4,B,31000.0,27.78
Fully Paid,6000.0,10.49,194.99,B,40000.0,18.48
Fully Paid,12000.0,12.69,402.54,C,130000.0,10.77
Fully Paid,12000.0,10.16,388.11,B,60000.0,27.48
Fully Paid,22000.0,11.67,727.26,B,102000.0,14.73
Fully Paid,10000.0,9.67,321.13,B,90000.0,3.59
Fully Paid,12700.0,9.99,409.74,B,90000.0,14.16
Fully Paid,10000.0,8.18,314.2,B,105000.0,12.8
Fully Paid,12000.0,11.55,396.0,B,46000.0,12.7
Fully Paid,18000.0,14.99,428.13,C,120000.0,14.69
Fully Paid,13000.0,7.69,405.52,A,41000.0,28.25
Fully Paid,25000.0,13.99,581.58,C,60000.0,31.26
Fully Paid,12000.0,11.99,398.52,B,50000.0,5.83
Fully Paid,8000.0,6.68,245.85,A,40000.0,20.31
Fully Paid,33000.0,8.39,1040.05,A,88000.0,16.76
Fully Paid,35000.0,9.76,1125.42,B,300000.0,7.82
Fully Paid,25500.0,12.69,576.17,C,58000.0,21.08
Fully Paid,7275.0,17.99,262.98,D,22753.0,29.59
Fully Paid,8000.0,6.62,245.63,A,60072.0,14.0
Fully Paid,20400.0,14.48,479.77,C,75000.0,11.62
Fully Paid,24000.0,15.1,572.22,C,85000.0,9.3
Fully Paid,13000.0,9.8,418.26,B,84000.0,17.87
Fully Paid,7000.0,17.27,250.52,D,45000.0,13.55
Fully Paid,8500.0,12.99,286.36,B,27000.0,25.02
Fully Paid,4000.0,7.89,125.15,A,56000.0,23.7
Fully Paid,35000.0,14.49,1204.57,C,90000.0,7.23
Fully Paid,5000.0,13.99,170.87,C,31000.0,21.29
Fully Paid,12500.0,8.9,396.92,A,110000.0,18.63
Fully Paid,9500.0,11.55,313.5,B,28000.0,21.56
Fully Paid,12000.0,12.99,404.27,C,50000.0,23.19
Fully Paid,10000.0,6.03,304.36,A,30000.0,15.16
Fully Paid,35000.0,20.99,946.68,E,180000.0,22.85
Fully Paid,21600.0,17.99,548.39,D,66512.0,14.36
Fully Paid,15000.0,19.99,397.33,E,80000.0,20.93
Fully Paid,1200.0,17.27,42.95,C,14144.0,11.28
Fully Paid,10125.0,13.35,342.87,C,58154.0,30.95
Fully Paid,2000.0,10.99,65.47,B,30000.0,3.28
Fully Paid,14000.0,14.49,481.83,C,62000.0,23.69
Fully Paid,15000.0,17.77,540.56,D,50000.0,29.71
Fully Paid,7200.0,13.18,243.23,C,46679.0,24.69
Fully Paid,22000.0,24.99,645.61,F,55000.0,27.53
Fully Paid,14000.0,17.27,501.03,C,86000.0,26.62
Fully Paid,9000.0,8.9,285.78,A,68084.0,8.59
Fully Paid,6400.0,13.33,216.66,C,40000.0,10.02
Fully Paid,10000.0,18.49,363.99,D,50000.0,23.09
Fully Paid,5000.0,15.61,174.83,C,55000.0,15.32
Fully Paid,13000.0,13.99,444.25,C,38000.0,9.85
Fully Paid,19200.0,6.49,588.38,A,59000.0,11.25
Fully Paid,10775.0,19.52,282.61,D,55201.8,23.52
Fully Paid,10000.0,6.03,304.36,A,103000.0,12.68
Fully Paid,1600.0,18.49,58.24,D,60000.0,19.1
Fully Paid,7000.0,12.99,235.83,B,66560.0,8.82
Fully Paid,11850.0,12.99,399.22,C,75000.0,19.5
Fully Paid,20000.0,18.84,517.06,E,115000.0,23.5
Fully Paid,3000.0,10.15,97.02,B,38000.0,22.96
Fully Paid,6850.0,16.55,242.69,D,93000.0,13.73
Fully Paid,6000.0,13.11,202.49,B,36450.0,9.91
Fully Paid,20000.0,7.89,404.48,A,100000.0,17.44
Fully Paid,12000.0,18.99,311.23,D,120000.0,31.4
Fully Paid,25200.0,15.99,612.69,D,88000.0,11.69
Fully Paid,10000.0,18.85,365.81,D,77500.0,19.63
Fully Paid,9100.0,14.49,313.19,C,57800.0,28.53
Fully Paid,11325.0,18.25,410.85,D,33267.0,25.18
Fully Paid,12000.0,10.99,392.81,B,75000.0,16.35
Fully Paid,3500.0,14.47,120.43,C,46000.0,12.42
Fully Paid,6075.0,13.35,205.72,C,35000.0,14.09
Fully Paid,35000.0,12.49,1170.71,B,155000.0,14.4
Fully Paid,6200.0,9.76,199.36,B,70000.0,18.21
Fully Paid,21500.0,13.33,727.85,C,78500.0,15.72
Fully Paid,7000.0,10.15,226.37,B,70000.0,25.6
Fully Paid,20000.0,7.89,625.72,A,106000.0,6.99
Fully Paid,10000.0,9.17,318.79,B,76000.0,16.36
Fully Paid,35000.0,17.57,880.61,D,85000.0,21.59
Fully Paid,17850.0,12.12,593.9,B,54200.0,13.28
Fully Paid,6000.0,11.99,199.26,C,20000.0,7.98
Fully Paid,16000.0,8.6,505.83,A,87000.0,18.04
Fully Paid,5000.0,14.65,172.48,C,100000.0,13.72
Fully Paid,13475.0,9.99,434.74,B,40000.0,19.74
Fully Paid,14000.0,14.09,479.1,B,55000.0,27.86
Fully Paid,18000.0,11.99,597.78,B,72000.0,18.23
Fully Paid,7000.0,13.11,236.23,B,92414.0,27.76
Fully Paid,16000.0,19.05,586.91,D,61000.0,25.8
Fully Paid,6000.0,8.67,189.88,B,46800.0,9.95
Fully Paid,10000.0,8.18,314.2,B,88500.0,26.06
Fully Paid,6000.0,13.49,203.59,C,20000.0,14.12
Fully Paid,10000.0,11.99,332.1,C,93000.0,17.5
Fully Paid,10000.0,12.29,333.53,C,52000.0,26.11
Fully Paid,12000.0,9.71,385.58,B,61500.0,12.51
Fully Paid,16000.0,19.72,592.34,D,60000.0,11.58
