loan_status,loan_amnt,int_rate,installment,grade,annual_inc,dti
Fully Paid,12000.0,5.32,361.38,A,125000.0,13.2
Fully Paid,10800.0,18.25,275.72,D,58520.0,19.05
Fully Paid,9000.0,13.11,303.73,B,115000.0,26.08
Fully Paid,32000.0,18.55,1165.73,D,90000.0,20.57
Fully Paid,12525.0,12.85,421.12,B,70000.0,25.15
Fully Paid,10000.0,13.11,337.47,B,24832.0,9.57
Fully Paid,11200.0,13.11,377.97,B,55000.0,19.77
Charged Off,15000.0,13.99,512.6,C,53000.0,17.16
Fully Paid,5000.0,7.62,155.81,A,70000.0,11.16
Fully Paid,7000.0,7.9,219.04,A,147000.0,20.72
Fully Paid,20000.0,7.9,625.81,A,47000.0,24.05
Fully Paid,12500.0,17.86,451.03,D,76500.0,11.86
Fully Paid,16575.0,14.99,574.5,C,70000.0,1.56
Charged Off,7350.0,19.52,271.36,D,35000.0,6.04
Fully Paid,9625.0,14.65,332.01,C,80000.0,18.68
Fully Paid,2000.0,19.05,73.37,D,75000.0,4.53
Fully Paid,28500.0,22.45,794.45,E,65000.0,32.29
Fully Paid,34500.0,15.8,835.32,C,100500.0,28.62
Charged Off,20000.0,15.61,699.3,C,71000.0,13.71
Fully Paid,7000.0,6.89,215.79,A,75000.0,25.02
Fully Paid,16000.0,16.55,393.79,D,62000.0,20.89
Fully Paid,25000.0,8.19,785.61,A,91900.0,11.66
Fully Paid,25000.0,20.31,666.67,D,64000.0,25.0
Fully Paid,27200.0,8.39,857.26,A,248000.0,11.88
Fully Paid,15000.0,7.12,463.98,A,175000.0,10.29
Fully Paid,17025.0,15.61,595.28,D,42702.4,34.88
Fully Paid,9000.0,6.49,275.81,A,83000.0,6.54
Charged Off,35000.0,21.98,966.27,E,375000.0,7.32
Fully Paid,12000.0,16.29,293.67,D,75000.0,15.09
Fully Paid,4800.0,15.8,168.29,C,31200.0,27.65
Fully Paid,9500.0,7.26,294.47,A,70000.0,18.29
Fully Paid,24575.0,13.11,560.55,B,50000.0,15.91
Fully Paid,12000.0,19.22,441.21,D,69000.0,13.46
Charged Off,12000.0,11.99,398.52,B,45000.0,23.23
Fully Paid,7000.0,18.55,255.01,D,30000.0,5.04
Fully Paid,9600.0,8.39,302.56,A,60000.0,0.76
Fully Paid,30000.0,18.99,1099.53,D,185000.0,20.27
Fully Paid,7100.0,9.99,229.07,B,75000.0,28.99
Fully Paid,12375.0,12.35,413.1,B,55000.0,20.12
Fully Paid,10000.0,12.85,336.22,B,60000.0,26.72
Fully Paid,20000.0,11.99,664.2,B,160000.0,23.15
Fully Paid,4200.0,16.55,148.81,D,65000.0,12.41
Charged Off,5375.0,11.99,178.51,B,35000.0,20.16
Fully Paid,3000.0,13.49,101.8,C,80000.0,3.72
Fully Paid,28000.0,7.69,873.42,A,300000.0,2.67
Charged Off,10000.0,19.05,366.82,D,70776.0,14.51
Charged Off,20000.0,12.99,673.79,C,74827.0,18.81
Fully Paid,12000.0,6.62,368.45,A,95000.0,25.44
Fully Paid,6000.0,6.49,183.87,A,29000.0,2.07
Fully Paid,6000.0,13.35,203.18,C,42000.0,19.4
Fully Paid,14000.0,15.59,489.37,C,80000.0,31.82
Fully Paid,5000.0,21.99,190.93,F,26000.0,11.63
Fully Paid,3375.0,18.55,122.95,D,12744.0,29.57
Fully Paid,15000.0,17.57,377.41,D,88000.0,13.13
Fully Paid,6150.0,11.67,203.31,B,72000.0,15.86
Fully Paid,7200.0,10.99,235.69,B,56000.0,12.58
Fully Paid,12000.0,15.1,416.58,C,75000.0,2.86
Charged Off,2400.0,16.55,85.04,D,42000.0,23.4
Fully Paid,20000.0,8.59,411.2,A,144000.0,7.86
Charged Off,20000.0,21.49,546.6,E,65000.0,25.57
Fully Paid,35000.0,10.15,1131.82,B,710000.0,7.16
Fully Paid,30000.0,10.49,644.67,B,250000.0,7.75
Fully Paid,6250.0,15.61,218.53,C,43962.0,34.05
Charged Off,24000.0,12.99,545.96,C,90000.0,20.56
Fully Paid,6200.0,7.9,194.0,A,35000.0,28.12
Fully Paid,6250.0,18.75,228.32,D,72000.0,8.78
Fully Paid,9000.0,6.49,275.81,A,96000.0,8.91
Fully Paid,15000.0,11.99,498.15,B,63000.0,17.57
Fully Paid,10625.0,13.11,358.57,B,50000.0,15.84
Fully Paid,15000.0,11.22,492.65,B,70000.0,22.06
Fully Paid,29000.0,10.64,625.34,B,104000.0,12.63
Charged Off,30000.0,22.99,845.55,F,86376.0,15.09
Charged Off,28000.0,16.59,689.72,D,107000.0,24.18
Fully Paid,25000.0,15.61,602.79,D,127000.0,17.7
Fully Paid,9600.0,17.27,343.56,D,25000.0,24.14
Fully Paid,2500.0,16.24,88.19,C,93500.0,14.81
Fully Paid,8000.0,12.35,267.06,B,40000.0,16.38
Charged Off,25325.0,25.57,751.81,F,65000.0,16.01
Charged Off,9000.0,9.8,289.57,B,43000.0,11.61
Fully Paid,10000.0,15.88,350.98,C,58000.0,6.0
Fully Paid,8400.0,9.99,271.01,B,90000.0,6.88
Fully Paid,2400.0,9.16,76.5,B,18000.0,23.47
Fully Paid,9000.0,13.11,303.73,B,50000.0,13.94
Fully Paid,15000.0,10.15,485.07,B,80000.0,15.63
Fully Paid,10000.0,7.89,312.86,A,160000.0,3.07
Fully Paid,12000.0,7.62,373.94,A,100000.0,13.3
Fully Paid,4300.0,10.74,140.25,B,65000.0,7.74
Fully Paid,22050.0,13.11,744.13,B,62000.0,12.64
Fully Paid,15000.0,9.17,478.19,B,109000.0,6.98
Fully Paid,16000.0,11.14,524.89,B,55000.0,14.03
Fully Paid,20000.0,18.25,510.6,E,125000.0,16.05
Charged Off,30750.0,12.35,689.47,B,68358.0,29.95
Fully Paid,12000.0,13.35,406.36,C,45000.0,23.79
Fully Paid,21000.0,13.99,717.63,C,121648.0,13.45
Fully Paid,20000.0,13.67,680.36,C,144000.0,29.54
Charged Off,35000.0,18.25,893.54,D,84000.0,19.67
Charged Off,14975.0,17.14,534.95,D,30000.0,15.0
Charged Off,12175.0,13.99,283.23,C,50000.0,8.21
Fully Paid,1000.0,13.33,33.86,C,72000.0,33.18
Fully Paid,2500.0,22.47,96.09,E,75000.0,9.71
Fully Paid,12000.0,12.99,404.27,C,55000.0,25.01
Fully Paid,18500.0,13.67,629.33,C,92000.0,19.36
Charged Off,24125.0,18.24,615.78,D,55000.0,20.67
Fully Paid,12000.0,6.62,368.45,A,80000.0,14.93
Fully Paid,20000.0,7.89,625.72,A,75000.0,24.05
Fully Paid,25000.0,21.49,683.25,E,58000.0,20.36
Fully Paid,22000.0,9.17,701.34,B,65000.0,17.36
Fully Paid,12000.0,11.99,266.88,C,116000.0,23.92
Charged Off,2950.0,20.49,110.38,E,30000.0,34.4
Fully Paid,2400.0,15.1,83.32,C,33000.0,2.84
Fully Paid,16500.0,8.9,523.93,A,74000.0,28.67
Charged Off,25000.0,14.49,860.41,C,65275.17,10.04
Charged Off,24500.0,8.39,772.16,A,120000.0,21.02
Fully Paid,7200.0,14.09,246.4,B,89600.0,13.54
Fully Paid,14900.0,16.99,531.16,D,36000.0,28.2
Fully Paid,16000.0,13.33,366.76,C,90000.0,18.16
Fully Paid,9550.0,15.61,333.92,D,58000.0,22.79
Fully Paid,9000.0,6.03,273.92,A,80000.0,7.91
Fully Paid,3900.0,18.49,141.96,D,96000.0,15.45
Fully Paid,15000.0,10.99,491.01,B,68000.0,13.7
Charged Off,30000.0,22.95,844.86,F,103000.0,27.69
Fully Paid,11950.0,19.05,438.35,D,70000.0,13.47
Fully Paid,25000.0,11.14,545.31,B,86000.0,14.62
Fully Paid,4000.0,10.49,130.0,B,85000.0,23.88
Fully Paid,12000.0,13.68,408.27,C,70000.0,15.96
Fully Paid,28000.0,7.62,872.52,A,85000.0,19.27
Fully Paid,14125.0,16.99,503.53,D,41000.0,31.98
Charged Off,7225.0,18.25,262.11,E,40000.0,34.2
Fully Paid,10000.0,14.65,344.95,C,80000.0,27.44
Fully Paid,5600.0,15.8,196.33,C,25000.0,21.5
Fully Paid,5350.0,6.03,162.84,A,55000.0,17.61
Fully Paid,28375.0,17.57,1019.72,D,78000.0,11.98
Fully Paid,8450.0,12.29,281.84,C,103000.0,4.52
Fully Paid,28000.0,6.49,858.05,A,74130.0,18.86
Fully Paid,10000.0,9.17,318.79,B,93000.0,15.12
Charged Off,8000.0,10.99,261.88,B,74000.0,36.38
Fully Paid,10000.0,6.49,306.45,A,90000.0,4.16
Charged Off,3000.0,14.09,102.67,B,38517.6,14.3
Charged Off,12250.0,12.85,411.87,B,55000.0,15.12
Fully Paid,20000.0,12.99,673.79,C,75000.0,19.33
Fully Paid,10000.0,5.32,301.15,A,116000.0,8.1
Fully Paid,12000.0,7.26,371.96,A,42000.0,30.74
Fully Paid,11000.0,16.24,388.04,C,35000.0,9.6
Charged Off,19800.0,25.8,590.48,G,44000.0,20.24
Fully Paid,7000.0,10.99,229.14,B,40000.0,25.68
Fully Paid,5175.0,18.25,187.74,D,28000.0,9.47
Charged Off,7000.0,12.99,235.83,C,88000.0,23.41
Fully Paid,14000.0,6.24,427.44,A,140000.0,11.65
Fully Paid,20400.0,16.59,723.16,D,77000.0,9.79
Fully Paid,10000.0,18.99,366.51,E,54000.0,3.33
Charged Off,26000.0,20.2,691.74,E,60000.0,13.64
Charged Off,16000.0,14.47,376.21,C,62000.0,11.6
Fully Paid,6000.0,18.24,217.64,D,45000.0,13.87
Fully Paid,35000.0,10.74,1141.56,B,195000.0,3.32
Fully Paid,9600.0,11.49,316.53,B,52000.0,21.44
Charged Off,11325.0,21.0,426.68,E,33700.0,33.93
Fully Paid,12000.0,14.16,411.07,C,65000.0,9.58
Fully Paid,15000.0,20.31,559.83,D,86000.0,28.05
Fully Paid,7200.0,11.14,236.2,B,50000.0,24.55
Fully Paid,20000.0,7.69,623.88,A,94500.0,19.59
Fully Paid,2600.0,10.99,85.11,B,11244.0,14.94
Fully Paid,35000.0,14.3,819.85,C,114000.0,13.29
Charged Off,10000.0,14.98,346.56,C,42000.0,25.23
Fully Paid,15000.0,18.99,389.03,D,65000.0,2.47
Charged Off,8525.0,17.14,304.54,D,70000.0,30.13
Charged Off,7925.0,18.99,290.46,E,24500.0,22.39
Fully Paid,5250.0,13.11,177.18,B,14500.0,10.92
Fully Paid,12700.0,17.27,454.5,C,40000.0,21.51
Fully Paid,5000.0,9.99,161.32,B,96000.0,17.71
Charged Off,20325.0,19.19,746.99,E,56500.0,20.39
Charged Off,8000.0,13.99,273.39,C,48000.0,14.88
Charged Off,20000.0,18.75,730.6,D,79000.0,7.0
Fully Paid,26425.0,22.99,1022.77,F,81000.0,7.33
Fully Paid,15000.0,13.67,510.27,C,53000.0,24.23
Charged Off,20000.0,12.69,670.9,C,67000.0,34.55
Fully Paid,24000.0,9.49,768.68,B,110000.0,25.73
Fully Paid,15000.0,15.61,361.67,D,60000.0,7.5
Fully Paid,9000.0,11.53,296.92,B,65000.0,21.69
Fully Paid,8450.0,13.65,287.37,C,48000.0,7.65
Fully Paid,8400.0,9.17,267.79,B,85000.0,11.0
Fully Paid,3875.0,27.34,158.91,F,2500000.0,0.31
Charged Off,14400.0,24.5,418.45,F,40976.0,30.75
Fully Paid,4000.0,22.99,154.82,F,60000.0,11.22
Fully Paid,15000.0,13.53,509.25,B,80000.0,32.78
Fully Paid,5000.0,5.32,150.58,A,80000.0,12.27
Fully Paid,12000.0,17.99,433.77,D,55000.0,16.73
Charged Off,32000.0,12.12,713.77,B,140000.0,17.35
Fully Paid,25000.0,11.67,826.43,B,100000.0,7.2
Fully Paid,25000.0,5.32,752.87,A,100000.0,17.57
Fully Paid,15000.0,10.16,485.14,B,47000.0,3.7
Fully Paid,12000.0,12.69,402.54,C,119000.0,13.74
Fully Paid,22000.0,10.15,711.43,B,160000.0,13.37
Fully Paid,35000.0,8.49,1104.71,B,156000.0,12.51
Fully Paid,10000.0,8.39,315.17,A,170000.0,14.28
Fully Paid,19000.0,9.17,605.7,B,60000.0,18.06
Fully Paid,13900.0,12.49,464.94,B,45000.0,30.93
Fully Paid,11200.0,12.69,253.07,C,119000.0,15.92
Fully Paid,31975.0,14.49,1100.46,C,80000.0,18.95
Fully Paid,3000.0,19.52,110.76,D,75000.0,10.96
Fully Paid,4500.0,9.67,144.51,B,38000.0,21.26
Fully Paid,6000.0,18.85,219.49,D,22000.0,14.07
Fully Paid,15250.0,9.71,490.01,B,60000.0,28.53
Fully Paid,20000.0,12.12,665.44,B,100000.0,21.35
Fully Paid,5000.0,6.24,152.66,A,58000.0,8.53
Fully Paid,24000.0,24.5,697.42,F,53000.0,9.31
Fully Paid,22000.0,20.2,819.85,D,73000.0,22.08
Fully Paid,11000.0,11.55,363.0,B,39000.0,12.62
Fully Paid,30000.0,14.98,1039.67,C,165000.0,3.0
Fully Paid,6000.0,11.67,198.35,B,55000.0,18.22
Fully Paid,3000.0,13.35,101.59,C,30000.0,8.08
Charged Off,11975.0,14.65,413.07,C,24710.0,31.86
Fully Paid,12000.0,9.99,387.15,B,62000.0,19.07
Fully Paid,35000.0,12.99,1179.12,B,110000.0,24.13
Fully Paid,9000.0,12.29,300.18,C,48000.0,32.63
Fully Paid,12000.0,9.99,387.15,B,65000.0,9.04
Charged Off,6500.0,16.49,230.1,D,13000.0,39.52
Fully Paid,10000.0,25.8,298.23,G,53816.0,23.13
Fully Paid,10450.0,14.99,362.21,C,33000.0,12.44
Fully Paid,15000.0,8.9,476.3,A,50000.0,15.65
Charged Off,7750.0,14.33,266.13,C,30000.0,31.6
Charged Off,16975.0,20.99,639.45,E,50000.0,10.9
Fully Paid,22000.0,15.61,769.23,C,55200.0,21.38
Charged Off,5500.0,13.11,185.61,B,60000.0,21.94
Fully Paid,6000.0,10.99,196.41,B,31000.0,13.86
Charged Off,10625.0,13.05,358.26,B,40000.0,22.2
Fully Paid,2400.0,12.69,80.51,C,30000.0,14.8
Fully Paid,15450.0,12.12,514.05,B,79000.0,24.85
Fully Paid,18000.0,7.26,557.94,A,210000.0,16.57
Fully Paid,17050.0,7.9,533.5,A,56000.0,19.57
Charged Off,15000.0,15.61,361.67,D,46000.0,26.06
Fully Paid,10000.0,7.49,311.02,A,266000.0,16.7
Charged Off,12000.0,16.49,294.96,D,35000.0,22.08
Fully Paid,14600.0,11.44,481.04,B,57000.0,30.27
Fully Paid,15000.0,6.24,457.97,A,123000.0,5.28
Fully Paid,5000.0,18.55,182.15,D,87000.0,15.54
Fully Paid,13000.0,16.78,462.07,C,37000.0,19.49
Charged Off,24000.0,13.33,550.14,C,81490.0,12.96
Fully Paid,35000.0,13.98,1195.88,C,83000.0,11.43
Fully Paid,30000.0,23.43,853.15,F,111000.0,33.73
Charged Off,12000.0,6.49,367.74,A,120000.0,11.58
Fully Paid,8000.0,7.9,250.33,A,95000.0,10.83
Fully Paid,12600.0,14.49,433.65,C,60000.0,30.12
Fully Paid,7325.0,13.11,247.2,B,27000.0,32.04
Fully Paid,18000.0,13.67,415.76,C,85000.0,14.29
Fully Paid,35000.0,12.49,787.25,B,140000.0,11.28
Fully Paid,5000.0,10.15,161.69,B,25000.0,29.86
Fully Paid,18000.0,10.49,584.96,B,127000.0,9.99
Fully Paid,20000.0,13.99,465.27,C,62000.0,16.67
Fully Paid,2400.0,18.75,87.68,D,42000.0,21.97
Fully Paid,8325.0,19.99,309.35,E,78500.0,10.9
Fully Paid,9600.0,9.67,308.28,B,62000.0,17.29
Charged Off,15000.0,19.52,393.42,E,60000.0,23.96
Fully Paid,14000.0,12.12,465.81,B,72000.0,9.15
Fully Paid,12000.0,10.99,392.81,B,53500.0,21.7
Fully Paid,25000.0,13.65,577.18,C,83000.0,23.13
Fully Paid,8000.0,7.49,248.82,A,48000.0,17.53
Fully Paid,2400.0,7.9,75.1,A,70000.0,10.82
Fully Paid,5000.0,8.9,158.77,A,30000.0,6.16
Charged Off,24000.0,18.25,612.72,D,73500.0,13.79
Fully Paid,2800.0,19.2,102.93,D,30000.0,23.8
Fully Paid,11000.0,12.69,369.0,B,75000.0,17.62
Fully Paid,6075.0,17.77,218.93,D,22000.0,30.98
Fully Paid,35000.0,7.9,1095.16,A,190000.0,6.62
Fully Paid,26000.0,19.47,681.2,D,315000.0,12.61
Fully Paid,12075.0,24.5,350.89,F,64000.0,5.55
Charged Off,8800.0,6.03,267.84,A,80000.0,16.64
Fully Paid,8000.0,7.69,249.55,A,50000.0,15.51
Charged Off,12000.0,18.99,311.23,E,50000.0,37.97
Fully Paid,5000.0,14.49,172.09,C,36000.0,22.4
Fully Paid,22000.0,21.98,607.37,E,77000.0,21.01
Fully Paid,9500.0,5.32,286.1,A,105000.0,4.63
Fully Paid,29825.0,12.99,1004.78,C,100000.0,33.88
Fully Paid,10000.0,13.98,341.68,C,54000.0,10.2
Fully Paid,10425.0,20.2,277.37,E,97500.0,12.43
Fully Paid,16000.0,11.99,531.36,B,51000.0,25.6
Fully Paid,10625.0,14.09,363.61,B,31600.0,34.44
Fully Paid,12000.0,15.31,417.81,C,43000.0,15.66
Fully Paid,15900.0,19.19,414.12,E,63000.0,36.5
Charged Off,12000.0,12.12,399.26,B,45000.0,18.53
Fully Paid,10000.0,17.57,359.38,D,95000.0,5.49
Fully Paid,25450.0,14.33,873.91,C,65520.0,26.3
Fully Paid,30500.0,17.57,1096.09,D,61000.0,16.94
Fully Paid,10000.0,14.64,344.9,C,113000.0,15.74
Fully Paid,6000.0,7.89,187.72,A,91000.0,6.99
Charged Off,15000.0,11.67,495.86,B,40000.0,25.44
Fully Paid,1750.0,15.61,61.19,C,12420.0,22.74
Fully Paid,17000.0,11.44,373.37,B,73000.0,16.98
Fully Paid,10000.0,6.92,308.41,A,44642.0,15.3
Charged Off,14375.0,25.57,575.89,F,45000.0,21.29
Fully Paid,13000.0,8.18,264.72,B,102500.0,17.0
Fully Paid,7500.0,14.99,259.96,C,32000.0,18.68
Fully Paid,9600.0,14.99,332.75,C,40000.0,10.14
Fully Paid,7200.0,19.52,265.83,D,32000.0,11.4
Charged Off,35000.0,8.39,1103.09,A,150000.0,28.34
Charged Off,10000.0,18.99,366.51,D,180000.0,5.31
Fully Paid,12000.0,14.65,413.94,C,70000.0,22.13
Fully Paid,23675.0,16.29,579.39,D,54000.0,18.04
Fully Paid,17400.0,7.49,541.17,A,53800.0,23.31
Fully Paid,21000.0,11.55,693.0,B,150000.0,8.43
Charged Off,15000.0,18.55,546.44,D,54600.0,6.18
Fully Paid,16000.0,8.39,504.27,A,102000.0,18.17
Charged Off,7000.0,16.29,247.11,C,64000.0,26.06
Fully Paid,9000.0,16.55,318.87,D,28000.0,32.06
Fully Paid,11525.0,8.9,238.69,A,60000.0,15.18
Fully Paid,10625.0,14.09,363.61,B,32000.0,26.59
Fully Paid,18000.0,13.05,606.93,B,60000.0,19.56
Fully Paid,12000.0,12.12,399.26,B,73000.0,20.48
Charged Off,13250.0,21.67,363.47,E,31000.0,33.68
Fully Paid,12000.0,13.35,406.36,C,30000.0,16.04
Charged Off,8400.0,15.8,294.5,C,74000.0,21.75
Fully Paid,12075.0,16.29,426.26,D,53000.0,26.36
Charged Off,28000.0,9.17,892.61,B,100000.0,36.03
Fully Paid,5000.0,23.4,194.6,E,70000.0,14.37
Fully Paid,6000.0,14.47,206.44,C,105000.0,14.5
Charged Off,12800.0,12.69,429.38,C,121000.0,15.77
Fully Paid,3000.0,23.13,84.8,F,40000.0,4.95
Fully Paid,4550.0,12.29,151.76,C,32000.0,6.19
Fully Paid,8000.0,8.18,251.36,B,61000.0,8.85
Fully Paid,11750.0,23.43,334.15,F,42000.0,34.11
Fully Paid,12000.0,12.88,403.64,C,80000.0,13.95
Fully Paid,8250.0,11.14,270.65,B,45000.0,17.98
Fully Paid,15000.0,11.71,331.48,B,66996.0,29.92
Charged Off,9000.0,11.99,298.89,B,45000.0,26.91
Fully Paid,15000.0,14.99,356.78,C,53000.0,32.4
Fully Paid,7250.0,11.99,240.77,B,35000.0,34.57
Fully Paid,27000.0,14.33,927.13,C,100000.0,17.42
Fully Paid,15725.0,7.9,492.04,A,67000.0,29.9
Fully Paid,2800.0,15.99,98.43,D,60000.0,24.22
Fully Paid,7200.0,9.99,232.29,B,180000.0,8.56
Fully Paid,11000.0,15.31,263.49,C,82500.0,9.13
Charged Off,24000.0,10.15,511.71,B,80000.0,5.09
Fully Paid,9000.0,15.61,314.69,D,65000.0,3.1
Charged Off,3000.0,15.99,105.46,D,72000.0,10.72
Fully Paid,22000.0,14.33,515.68,C,53000.0,13.92
Fully Paid,24000.0,8.9,497.04,A,80000.0,16.39
Fully Paid,12700.0,13.11,428.59,B,40000.0,19.41
Fully Paid,15600.0,17.86,562.89,D,100000.0,8.98
Fully Paid,7500.0,12.49,250.87,B,50000.0,21.74
Fully Paid,15000.0,21.15,566.29,E,398000.0,7.44
Fully Paid,2800.0,11.53,92.38,B,60000.0,9.24
Fully Paid,25925.0,19.99,686.71,E,66000.0,36.24
Fully Paid,10000.0,14.99,346.61,C,48000.0,5.03
Fully Paid,5000.0,10.49,162.49,B,25000.0,19.35
Charged Off,12000.0,8.18,377.04,B,70000.0,19.68
Fully Paid,17500.0,12.12,390.34,B,75000.0,23.33
Fully Paid,35000.0,22.99,986.47,F,139000.0,17.71
Charged Off,15000.0,9.99,483.94,B,80000.0,2.79
Fully Paid,20000.0,12.99,673.79,C,65000.0,21.36
Charged Off,29125.0,10.99,953.38,B,65000.0,27.73
Fully Paid,10000.0,13.11,337.47,B,45923.0,17.96
Fully Paid,35000.0,13.33,802.29,C,115000.0,13.62
Charged Off,7000.0,17.77,252.26,D,70000.0,7.18
Fully Paid,20000.0,10.99,654.68,B,58000.0,13.43
Fully Paid,6000.0,12.12,199.63,B,57000.0,12.88
Fully Paid,10075.0,14.09,344.79,B,30000.0,32.22
Fully Paid,35000.0,8.19,1099.85,A,170000.0,21.75
Fully Paid,13000.0,17.57,327.09,D,90000.0,10.57
Fully Paid,25000.0,22.45,696.89,E,96000.0,25.06
Charged Off,1875.0,16.49,66.38,D,36000.0,22.07
Fully Paid,16000.0,10.15,517.41,B,60000.0,15.8
Fully Paid,1800.0,10.99,58.93,B,39000.0,6.55
Fully Paid,12000.0,9.71,385.58,B,47582.0,12.84
Fully Paid,4000.0,17.99,144.59,D,68000.0,24.68
Charged Off,10000.0,8.19,314.25,A,66000.0,21.07
Fully Paid,12000.0,13.11,404.97,B,61800.0,24.49
Fully Paid,10000.0,13.11,337.47,B,50000.0,15.65
Fully Paid,5000.0,15.31,174.09,C,115000.0,24.59
Charged Off,21000.0,11.14,458.06,B,365000.0,12.08
Fully Paid,1500.0,11.44,49.43,B,113000.0,4.6
Fully Paid,10000.0,14.31,343.29,C,95000.0,27.09
Charged Off,5000.0,13.99,170.87,C,45000.0,5.31
Fully Paid,15000.0,10.64,488.53,B,63000.0,17.37
Fully Paid,19750.0,12.12,657.12,B,50000.0,30.58
Fully Paid,28000.0,14.65,660.99,C,325000.0,7.19
Fully Paid,9000.0,15.61,314.69,D,18000.0,26.13
Charged Off,4800.0,17.57,172.5,D,15500.0,9.76
Fully Paid,8000.0,14.33,274.71,C,99000.0,6.26
Fully Paid,18000.0,11.53,593.83,B,56791.0,24.13
Fully Paid,21325.0,17.77,768.5,D,105000.0,6.41
